date,type,operator,fatalities,location,country,cat,year
30-JAN-1950,Douglas C-47B (DC-3),USAF,0.0,near Whitehorse Airpo...,Canada,A1,1950
31-JAN-1950,Douglas C-47B (DC-3),USAF,6.146275647879436,near La Tinta,Guatemala,A1,1950
01-FEB-1950,Shorts S.45 Solent 3,BOAC,0.0,Southampton,U.K.,A1,1950
01-FEB-1950,Fairchild C-82A Packet,USAF,0.0,Mount Clemens-Se...,USA,A1,1950
02-FEB-1950,Douglas C-47A (DC-3),KLM,7.0,near Dutch coast [Nor...,Atlantic Ocean,A1,1950
03-FEB-1950,Short Sunderland GR.5,RAF,0.0,Calshot RAF Station,U.K.,O1,1950
04-FEB-1950,Douglas C-47D,USAF,3.0,near Roosevelt Roads-...,Puerto Rico,A1,1950
05-FEB-1950,Curtiss C-46D,T.A. Transandino,0.0,Maracaibo,Venezuela,A2,1950
05-FEB-1950,Douglas C-54A (DC-4),El Al,0.0,Lydda Airport (TLV),Israel,A1,1950
06-FEB-1950,Douglas C-47 (DC-3),Colombian AF,4.0,near Cali,Colombia,A1,1950
07-FEB-1950,Douglas C-47D,USAF,0.0,"near Pon Lake, YT",Canada,A1,1950
07-FEB-1950,PB2B-1 Catalina,New Zealand AF,0.0,"Evans Bay, Welli...",New Zealand,A1,1950
09-FEB-1950,Canadair C-4-1 North Star,Canadian Pacific,0.0,Tokyo-Haneda Air...,Japan,A1,1950
09-FEB-1950,Douglas C-54E (DC-4),USAF,3.0,"near Raynesford, MT",USA,A1,1950
10-FEB-1950,Douglas C-47D,USAF,0.0,Los Angeles Inte...,USA,A1,1950
12-FEB-1950,Junkers Ju-52/3m,DETA,0.0,"Lagoa PÃ¡ti, Man...",Mozambique,A1,1950
16-FEB-1950,Douglas DC-3A,Air France,0.0,Cotonou Airport ...,Benin,A1,1950
16-FEB-1950,Douglas Dakota III (DC-3),RCAF,0.0,"near Snag Lake, YT",Canada,A1,1950
21-FEB-1950,Douglas C-47 (DC-3),Colombian AF,0.0,"near Campoalegre, Huila",Colombia,A1,1950
22-FEB-1950,Douglas Dakota IV (DC-3),RCAF,0.0,near Whitehorse Airpo...,Canada,A1,1950
27-FEB-1950,Douglas C-47A (DC-3),CSA,6.0,Praded Mountain,Czech Rep.,A1,1950
01-MAR-1950,Douglas C-47 (DC-3),SAM,2.0,MedellÃ­n-Enriqu...,Colombia,A1,1950
01-MAR-1950,Curtiss C-46A,USAF,0.0,Harrisburg-Olmst...,USA,A1,1950
07-MAR-1950,Martin 2-0-2,Northwest Orient Airlines,6.146275647879436,near Minneapolis-St. ...,USA,A1,1950
10-MAR-1950,Bristol 170 Freighter 21,SITA,4.0,near Saigon,Vietnam,A1,1950
11-MAR-1950,Douglas C-47B (DC-3),USAF,1.0,"Hope, AR",USA,A1,1950
11-MAR-1950,Douglas C-47 (DC-3),Avianca,0.0,Ipiales Airport ...,Colombia,A1,1950
12-MAR-1950,Avro 689 Tudor 5,Fairflight,80.0,near Llandow,U.K.,A1,1950
16-MAR-1950,Douglas Dakota IV (DC-3),RAF,0.0,Iringa-Nduli Air...,Tanzania,A1,1950
21-MAR-1950,Bristol 170 Freighter 21,Bristol,4.0,near Cowbridge,U.K.,A1,1950
21-MAR-1950,Fairchild C-82A Packet,USAF,0.0,Smyrna-Sewart AF...,USA,O1,1950
23-MAR-1950,Douglas C-47D,USAF,2.0,Rome-Griffiss AF...,USA,A1,1950
24-MAR-1950,Douglas DC-3,CSA,0.0,Erding Air Base,Germany,H2,1950
25-MAR-1950,Douglas C-47A (DC-3),DHY,15.0,near Ankara-Etimesgut...,Turkey,A1,1950
25-MAR-1950,Lockheed 414-08 Hudson IVA,"Fawcett Aviation Service, op.for Mandated Airines",6.146275647879436,Lae Airfield,P.N. Guinea,A1,1950
26-MAR-1950,Short S.25 Sunderland GR.5,RAF,2.0,Singapore-Seleta...,Singapore,O1,1950
28-MAR-1950,Douglas C-47B (DC-3),USAF,3.0,near Komaki Air Base ...,Japan,A1,1950
28-MAR-1950,Douglas C-47D,USAF,0.0,Stephenville-Ern...,Canada,A1,1950
28-MAR-1950,Douglas C-47D (DC-3),USAF,4.0,near Rockcliffe RCAF ...,Canada,A1,1950
28-MAR-1950,Douglas C-47A (DC-3),USAF,6.146275647879436,"near Roswell AAF, NM",USA,A1,1950
28-MAR-1950,LatÃ©coÃ¨re 631,SEMAF,12.0,near Cap Ferret,France,A1,1950
04-APR-1950,Curtiss C-46,Republic of China AF,0.0,Hong Kong-Kai Ta...,Unknown country,C1,1950
05-APR-1950,Douglas C-47A (DC-3),Deccan Airways,3.0,near Calcutta-Dum Dum...,India,A1,1950
05-APR-1950,Martin JRM-3 Mars,US Navy,0.0,"Ke'ehi Lagoon, O...",USA,A1,1950
07-APR-1950,Lisunov Li-2,"Aeroflot, Ukraine",0.0,near Kiev,Ukraine,A1,1950
08-APR-1950,Bristol 170 Freighter 21,Pakistan AF,16.0,"Suberi, Rajastan",Pakistan,A1,1950
09-APR-1950,Consolidated PBY-5 Catalina,Caribbean International,0.0,"near Kingston, Jamaica",Atlantic Ocean,A1,1950
10-APR-1950,Douglas C-47A (DC-3),USAF,6.146275647879436,Kansas City-Fair...,USA,A1,1950
11-APR-1950,Fairchild C-82A Packet,USAF,0.0,Cornwallis Islan...,Canada,A1,1950
13-APR-1950,Vickers 610 Viking 1B,BEA,0.0,near Hastings,U.K.,C2,1950
15-APR-1950,Douglas C-47 (DC-3),LANSA,2.0,near Pinto,Colombia,A1,1950
17-APR-1950,Douglas TS-62 (DC-3),"Aeroflot, East Siberia",10.0,near Vitim,Russia,A1,1950
18-APR-1950,Douglas C-47A (DC-3),Bharat Airways,6.146275647879436,Calcutta-Dum Dum...,India,U1,1950
21-APR-1950,Douglas C-54D (DC-4),USAF,35.0,near Tachikawa Air Base,Japan,A1,1950
23-APR-1950,Focke-Wulf Fw 200C-4,"GUSMP, Directorate of Polar Aviation",0.0,Yakutsk Airport ...,Russia,A1,1950
24-APR-1950,Curtiss C-46,LAB,0.0,Cochabamba,Bolivia,A1,1950
25-APR-1950,Douglas Dakota III (DC-3),RCAF,0.0,near Summerside Airpo...,Canada,A1,1950
26-APR-1950,Douglas C-54D (DC-4),USAF,0.0,"near Hartsville, SC",USA,A1,1950
26-APR-1950,Douglas C-47B (DC-3),USAF,2.0,"near Leon Springs, TX",USA,A1,1950
01-MAY-1950,Douglas C-47A (DC-3),French High Commissioner,0.0,near Tenkodogo,Burkina Faso,A1,1950
02-MAY-1950,Douglas C-47 (DC-3),Avianca,15.0,near Simiatug,Ecuador,A1,1950
03-MAY-1950,Douglas Dakota IV (DC-3),RAF,0.0,Habbaniya RAF St...,Iraq,A1,1950
03-MAY-1950,Douglas C-47B (DC-3),USAF,6.146275647879436,near Fairbanks-Ladd A...,USA,A1,1950
07-MAY-1950,Consolidated PBY-5A Catalina,RAAF,5.0,near Georgetown Airpo...,Australia,A1,1950
11-MAY-1950,Lockheed XP2V-1 Neptune,US Navy,4.0,"Oyster, Northamp...",USA,A1,1950
15-MAY-1950,Short S.25 Sandringham 6,DNL,0.0,near Harstad,Norway,A1,1950
17-MAY-1950,Douglas C-47A (DC-3),Airways (India),0.0,Balurghat Airpor...,India,A1,1950
17-MAY-1950,Douglas C-47D,USAF,1.0,Aurora-Lowry AFB...,USA,A1,1950
17-MAY-1950,Douglas C-47D,USAF,0.0,"near Burley, ID",USA,A1,1950
22-MAY-1950,Junkers Ju-52/3m,Bulgarian AF,6.0,Mount Paskal,Bulgaria,A1,1950
24-MAY-1950,Douglas C-47A (DC-3),LANSA,26.0,near Pasto,Colombia,A1,1950
24-MAY-1950,Grumman G-73 Mallard,Ford Motor Co.,1.0,Charlotte-Dougla...,USA,A1,1950
24-MAY-1950,Lockheed P2V-2 Neptune,US Navy,0.0,"near Cape Flattery, WA",USA,C1,1950
26-MAY-1950,Douglas C-47B (DC-3),VASP,0.0,SÃ£o Paulo-Congo...,Brazil,A1,1950
26-MAY-1950,Vickers Valetta C.1,RAF,0.0,Malta-Luqa Airpo...,Malta,A1,1950
27-MAY-1950,Curtiss C-46F,"Regina Cargo Airlines, lsf USAF",1.0,near Teterboro Airpor...,USA,A1,1950
30-MAY-1950,Douglas C-47 (DC-3),Aerovias Brasil,13.0,"near IlhÃ©us, BA",Brazil,A1,1950
01-JUN-1950,Lockheed P2V-2 Neptune,US Navy,9.0,Quonset Point NA...,USA,A1,1950
02-JUN-1950,Avro 685 York C.1,RAF,0.0,Bassingbourn RAF...,U.K.,A1,1950
05-JUN-1950,Curtiss C-46F,Westair Transport,28.0,"near Melbourne, FL, USA",Atlantic Ocean,A1,1950
09-JUN-1950,Douglas DC-3-178,New Tribes Mission,15.0,near Fonseca,Colombia,A1,1950
10-JUN-1950,Douglas C-47D,USAF,6.146275647879436,Tulsa Municipal ...,USA,A1,1950
12-JUN-1950,Douglas C-47A (DC-3),Aerolineas Argentinas,0.0,Buenos Aires/Eze...,Argentina,A1,1950
12-JUN-1950,Douglas DC-4-1009,Air France,46.0,near Bahrain Airport ...,Bahrain,A1,1950
12-JUN-1950,Junkers Ju-52/3m,French AF,7.0,within Madagascar,Madagascar,A1,1950
14-JUN-1950,Douglas DC-4-1009,Air France,40.0,near Bahrain Airport ...,Bahrain,A1,1950
15-JUN-1950,Curtiss C-46F,"Pan Am, lsf USAF",0.0,near Merida,Mexico,A1,1950
19-JUN-1950,Douglas C-47B (DC-3),USAF,1.0,Oklahoma City-Ti...,USA,A1,1950
23-JUN-1950,Douglas DC-4,Northwest Orient Airlines,58.0,"near Benton Harbour, ...",USA,A1,1950
25-JUN-1950,Douglas C-54D (DC-4),USAF,0.0,Seoul (K-14) Air...,South Korea,A1,1950
26-JUN-1950,Douglas DC-4-1009,ANA,29.0,"near Guildford, WA",Australia,A1,1950
26-JUN-1950,Consolidated KM-2 (PBN-1 Nomad),Polyarnaya Aviatsiya,2.0,Khimki Reservoir,Russia,A1,1950
28-JUN-1950,Fairchild C-119C Flying Boxcar,USAF,4.0,"near Hendersonville, TN",USA,A1,1950
29-JUN-1950,Fairchild C-119B Flying Boxcar,USAF,0.0,"near Decatur, AL",USA,A1,1950
30-JUN-1950,Douglas C-47 (DC-3),RANSA,0.0,El Lorza,Venezuela,A1,1950
30-JUN-1950,SNCASE SE.2010 Armagnac,SNCASE,6.146275647879436,near Toulouse,France,A1,1950
30-JUN-1950,Douglas C-54G (DC-4),USAF,23.0,near Busan,South Korea,A1,1950
03-JUL-1950,Consolidated C-10A Catalina (PBY-5A),Brazilian AF,2.0,"GuajarÃ¡, PA",Brazil,A1,1950
09-JUL-1950,Douglas C-47A (DC-3),Aigle Azur,22.0,near Casablanca-Cazes...,Morocco,A1,1950
13-JUL-1950,Douglas C-47B (DC-3),USAF,6.146275647879436,Taejon Air Base,South Korea,A1,1950
17-JUL-1950,Douglas C-47A (DC-3),Indian National Airways,22.0,near Pathankot,India,A1,1950
18-JUL-1950,Douglas C-47A (DC-3),DTA,12.0,near Bocoio,Angola,A1,1950
19-JUL-1950,Short Sunderland GR.5,RAF,0.0,Iwakuni NAS,Japan,O1,1950
19-JUL-1950,Ilyushin Il-12P,"Aeroflot, Georgia",4.0,near Tbilisi Airport ...,Georgia,A1,1950
21-JUL-1950,Fairchild C-82A Packet,USAF,6.146275647879436,"Kenai Airport, A...",USA,A1,1950
23-JUL-1950,Curtiss C-46D,USAF,39.0,"near Myrtle Beach, SC",USA,A1,1950
24-JUL-1950,Douglas C-47A (DC-3),Air Liban,3.0,northern Isreali...,Israel,C2,1950
27-JUL-1950,Douglas C-47D,USAF,25.0,near O-Shima,Japan,A1,1950
28-JUL-1950,Lockheed L-049 Constellation,Panair do Brasil,51.0,near Porto Alegre-Gra...,Brazil,A1,1950
29-JUL-1950,Bristol 170 Freighter 21,CAT,26.0,Tanezrouft,Algeria,A1,1950
29-JUL-1950,Douglas C-54D (DC-4),USAF,6.0,"near Juneau, AK",USA,A1,1950
29-JUL-1950,Douglas DC-3C,CSA,1.0,near KoÅ¡ice,Slovakia,A1,1950
30-JUL-1950,Curtiss C-46F,"Flying Tiger Line, lsf USAF",0.0,"Denver, CO",USA,A1,1950
30-JUL-1950,SNCASE SE.161/P7 Languedoc,Air France,0.0,Marseille-Marign...,France,A1,1950
30-JUL-1950,Ilyushin Il-12,"Aeroflot, Kazakstan",25.0,near Karaganda Airpor...,Kazakhstan,A1,1950
30-JUL-1950,Lockheed 18 Lodestar,SAVAG - ViaÃ§Ã£o AÃ©rea Gaucha,12.0,near SÃ£o Francisco d...,Brazil,A1,1950
31-JUL-1950,Handley Page Hastings C.1,RAF,0.0,Dishforth RAF St...,U.K.,A1,1950
31-JUL-1950,Fairchild C-82A Packet,USAF,0.0,"near Tallahassee, FL",USA,A1,1950
03-AUG-1950,Douglas C-47D,USAF,0.0,"near Decatur, IL (DEC)",USA,A1,1950
04-AUG-1950,Curtiss R5C-1 (C-46),USMC,0.0,near Oklahoma City-Ti...,USA,A1,1950
05-AUG-1950,Douglas C-47A (DC-3),CSA,0.0,KoÅ¡ice Airport ...,Slovakia,A1,1950
11-AUG-1950,unknown,CSA,0.0,near Aichach,Germany,H2,1950
11-AUG-1950,Ilyushin Il-12P,"Aeroflot, Moscow",2.0,near Sverdlovsk-Kolts...,Russia,A1,1950
13-AUG-1950,Lisunov Li-2,Dalstroi Aviation,5.0,near Seimchan,Russia,A1,1950
16-AUG-1950,Lockheed P2V-3 Neptune,US Navy,0.0,near Paeng Nylong-do,North Korea,C1,1950
22-AUG-1950,Douglas DC-6,American Airlines,1.0,"near Eagle, CO",USA,A2,1950
23-AUG-1950,Douglas C-47 (DC-3),Colombian AF,0.0,"near Cravo Norte, Arauca",Colombia,A1,1950
24-AUG-1950,Douglas C-47B (DC-3),USAF,6.146275647879436,Chinhae Air Base...,South Korea,A1,1950
25-AUG-1950,Douglas Dakota IV (DC-3),RAF,12.0,near Kampong Jenera,Malaysia,A1,1950
26-AUG-1950,Consolidated PBY-5A Catalina,US Navy,6.146275647879436,Quonset Point NA...,USA,A1,1950
29-AUG-1950,Douglas C-47 (DC-3),Avianca,0.0,Barranquilla,Colombia,A1,1950
30-AUG-1950,Douglas Dakota IV (DC-3),RAF,9.0,"near Jemaja Island, I...",Pacific Ocean,A1,1950
31-AUG-1950,Lockheed L-749A Constellation,TWA,55.0,near Wadi Natrun,Egypt,A1,1950
01-SEP-1950,Fairchild C-119C Flying Boxcar,USAF,7.0,"near Parsons, TN",USA,A1,1950
04-SEP-1950,Douglas DC-3-229,Robinson Airlines,16.0,"near Utica, NY",USA,A1,1950
04-SEP-1950,Martin 2-0-2,Northwest Orient Airlines,0.0,Billings Municip...,USA,A2,1950
06-SEP-1950,Douglas C-54D (DC-4),USAF,11.0,near Osaka-Itami Air ...,Japan,A1,1950
08-SEP-1950,Curtiss C-46A,T.A. Bandeirantes,0.0,"Guanabara Bay, RJ",Brazil,A1,1950
10-SEP-1950,Douglas R5D-3 (DC-4),US Navy,0.0,near Midway Island,U.S. M.O. Islands,A1,1950
11-SEP-1950,Lockheed 18 Lodestar,Private,3.0,"Rocky Peak, CA",USA,A1,1950
12-SEP-1950,Douglas C-47 (DC-3),CATI,6.146275647879436,Son-La-Na-San Ai...,Vietnam,A1,1950
12-SEP-1950,Douglas C-47A (DC-3),USAF,5.0,near Anchorage-Elmend...,USA,A1,1950
13-SEP-1950,Fairchild C-119B Flying Boxcar,USAF,6.146275647879436,Ashiya Air Base,Japan,A1,1950
14-SEP-1950,Douglas C-54B (DC-4),Loftleidir,0.0,VatnajÃ¶kull Gla...,Iceland,A1,1950
14-SEP-1950,Douglas C-47A (DC-3),Iranian Airways,9.0,near Tehran-Mehrabad ...,Iran,A1,1950
14-SEP-1950,Fairchild C-119C Flying Boxcar,USAF,6.146275647879436,Ashiya Air Base,Japan,A1,1950
17-SEP-1950,Short Sunderland GR.5,RAF,0.0,Wig Bay,U.K.,O1,1950
19-SEP-1950,Douglas R5D-3 (DC-4),US Navy,26.0,near Kwajalein NAS (KWA),Marshall Isl.,A1,1950
21-SEP-1950,Douglas C-47A (DC-3),JAT,10.0,Malo Sljeme,Croatia,A1,1950
21-SEP-1950,Vickers Valetta C.1,RAF,0.0,near Aden-Khormaksar ...,Yemen,A1,1950
25-SEP-1950,Fairchild C-119B Flying Boxcar,USAF,0.0,Nagoya-Komaki AFB,Japan,O1,1950
26-SEP-1950,Douglas C-47A (DC-3),Air-India,6.146275647879436,Barrackpore Air ...,India,A1,1950
26-SEP-1950,Douglas C-54D (DC-4),USAF,23.0,near Ashiya Air Base,Japan,A1,1950
26-SEP-1950,Lockheed P2V Neptune,US Navy,0.0,near North Korea,North Korea,A1,1950
27-SEP-1950,Vickers 615 Viking 1B,Argentine AF,0.0,El Palomar Air B...,Argentina,O1,1950
27-SEP-1950,Curtiss C-46D,Civil Air Transport,0.0,Iwakuni MCAS,Japan,A1,1950
29-SEP-1950,CASA 352 (Ju-52),Spanish AF,5.0,GalÃ¡pagos,Spain,A1,1950
30-SEP-1950,Grumman G-73 Mallard,Private,1.0,Columbus Southwe...,USA,A1,1950
02-OCT-1950,Curtiss C-46,LAB,6.146275647879436,Laguna Anteojos ...,Bolivia,U1,1950
02-OCT-1950,Curtiss C-46F,National Airlines,0.0,Washington-Natio...,USA,A2,1950
03-OCT-1950,Short Sunderland GR.5,RAF,0.0,"Malay Cove, Trin...",Sri Lanka,A1,1950
05-OCT-1950,Bristol 170 Freighter 21,Bristol,0.0,Filton Airport (...,U.K.,A2,1950
05-OCT-1950,Lisunov Li-2,"Aeroflot, Northern",0.0,Rostov Airport (...,Russia,A1,1950
12-OCT-1950,Douglas C-47A (DC-3),John Fairfax & Sons,2.0,"Bungulla, NSW",Australia,A1,1950
12-OCT-1950,Fairchild C-119B-10-FA Flying Boxcar,USAF,3.0,Ashiya Air Base,Japan,A1,1950
12-OCT-1950,Douglas C-47A (DC-3),RANSA,0.0,Maracaibo-Grano ...,Venezuela,A1,1950
13-OCT-1950,Martin 2-0-2,Northwest Orient Airlines,6.0,"Almelund, MN",USA,A1,1950
13-OCT-1950,Douglas C-47A (DC-3),Air Atlas,4.0,Casablanca,Morocco,A1,1950
13-OCT-1950,Douglas VC-47D (DC-3),USAF,4.0,"near St Claire, AL",USA,A1,1950
15-OCT-1950,Douglas C-47A (DC-3),USAF,4.0,Sea of Japan,Pacific Ocean,A1,1950
16-OCT-1950,Lisunov Li-2,"Aeroflot, Kazakstan",0.0,Alma-Ata Airport...,Kazakhstan,A1,1950
17-OCT-1950,Douglas C-47A (DC-3),BEA,28.0,Mill Hill,U.K.,A1,1950
19-OCT-1950,Douglas C-47B (DC-3),USAF,6.146275647879436,Dhahran Airport ...,Saudi Arabia,A1,1950
20-OCT-1950,Douglas C-47A (DC-3),USAF,6.146275647879436,"near Limestone, ME",USA,A1,1950
25-OCT-1950,Avro 685 York C.1,RAF,0.0,Singapore-Changi...,Singapore,A1,1950
26-OCT-1950,Douglas C-47B (DC-3),USAF,4.0,"near Truckee, CA",USA,A1,1950
26-OCT-1950,Douglas C-47B (DC-3),Polyarnaya Aviatsiya,0.0,Arctic Ice Stati...,Arctic Ocean,A1,1950
27-OCT-1950,Lockheed P2V-3W Neptune,US Navy,0.0,Tachikawa Air Base,Japan,A1,1950
31-OCT-1950,Vickers 610 Viking 1B,BEA,28.0,London Airport (...,U.K.,A1,1950
02-NOV-1950,Fairchild C-119C Flying Boxcar,USAF,0.0,"near Bridgeport, AL",USA,A1,1950
03-NOV-1950,Lockheed L-749 Constellation,Air-India,48.0,Mont Blanc,France,A1,1950
04-NOV-1950,Douglas DC-3 (R4D-1),Central AÃ©rea,0.0,Vitoria Da Conqu...,Brazil,A1,1950
04-NOV-1950,Douglas SC-47D,USAF,6.146275647879436,Misawa Air Base ...,Japan,A1,1950
05-NOV-1950,Douglas C-47B (DC-3),RAAF,6.146275647879436,"Schofields, NSW",Australia,A1,1950
07-NOV-1950,Martin 2-0-2,Northwest Orient Airlines,21.0,"near Butte Airport, M...",USA,A1,1950
08-NOV-1950,Curtiss C-46D,FrigorÃ­fico Cooperativo Los Andes,0.0,La Paz-El Alto A...,Bolivia,A1,1950
09-NOV-1950,Douglas C-47D,USAF,6.146275647879436,"Kenai Airport, A...",USA,A1,1950
09-NOV-1950,Douglas C-54D (DC-4),USAF,3.0,near Pyongyang,North Korea,A1,1950
09-NOV-1950,Fairchild C-119C Flying Boxcar,USAF,6.146275647879436,Pusan East (K-9)...,South Korea,A1,1950
09-NOV-1950,Douglas TS-62 (DC-3),"Aeroflot, Krasnoyarsk",2.0,near Turukhansk Airpo...,Russia,A1,1950
11-NOV-1950,Fairchild C-82A Packet,USAF,4.0,"near Pickens, SC",USA,A1,1950
11-NOV-1950,Douglas C-47B (DC-3),Turkish AF,4.0,Emirdag,Turkey,A1,1950
13-NOV-1950,Douglas C-54B (DC-4),Curtiss Reid Flying Services,58.0,near Grenoble,France,A1,1950
15-NOV-1950,Curtiss C-46,FrigorÃ­fico Cooperativo Los Andes,0.0,La Paz,Bolivia,A1,1950
15-NOV-1950,Lisunov Li-2P,TARS,6.146275647879436,Fagaras Mountains,Romania,A1,1950
16-NOV-1950,Douglas C-47B (DC-3),New Zealand AF,0.0,near Hobsonville Air ...,New Zealand,A1,1950
17-NOV-1950,Douglas C-47A (DC-3),Garuda,2.0,Surabaya/Perak A...,Indonesia,A1,1950
17-NOV-1950,Fairchild C-82A Packet,USAF,0.0,Greenville-Donal...,USA,A1,1950
18-NOV-1950,Lockheed L-049 Constellation,TWA,0.0,Long Beach Airpo...,USA,A2,1950
19-NOV-1950,Douglas C-54D (DC-4),USAF,0.0,near Pyongyang Air Base,North Korea,A1,1950
21-NOV-1950,Douglas C-47D (DC-3),USAF,3.0,near Hyesanjin,North Korea,A1,1950
22-NOV-1950,Fairchild C-82A Packet,USAF,0.0,Neubiberg Air Base,Germany,A1,1950
22-NOV-1950,Douglas DC-3C,New Tribes Mission,21.0,"Mount Moran, WY",USA,A1,1950
23-NOV-1950,Douglas C-47B (DC-3),Faucett PerÃº,9.0,Cuzco,Peru,A1,1950
24-NOV-1950,Curtiss C-46D,LIDCA,0.0,near MedellÃ­n,Colombia,A1,1950
25-NOV-1950,Douglas C-47A (DC-3),Indamer,3.0,near Khitokha,Bhutan,A1,1950
25-NOV-1950,Douglas DC-3A,Cubana,0.0,HolguÃ­n Airport...,Cuba,A1,1950
27-NOV-1950,Lockheed P2V-2 Neptune,US Navy,5.0,"near Yokohama Bay, ne...",USA,A1,1950
28-NOV-1950,Douglas C-47B (DC-3),Indonesian AF,15.0,near Bandung,Indonesia,A1,1950
01-DEC-1950,Douglas C-47A (DC-3),Iranian Airways,8.0,near Chamaran,Iran,A1,1950
01-DEC-1950,Douglas R4D-6 (DC-3),USMC,0.0,Hagaru-ri Airstrip,North Korea,A1,1950
02-DEC-1950,Douglas C-47D,USAF,0.0,near Hagaru-ri Airstrip,North Korea,A1,1950
04-DEC-1950,Vickers Valetta C.1,RAF,0.0,Kabrit RAF Station,Egypt,A1,1950
06-DEC-1950,Douglas C-47B (DC-3),RAAF,0.0,Su Won (K-13) Ai...,South Korea,A1,1950
08-DEC-1950,Douglas C-54A (DC-4),TAI,46.0,near Bangui Airport (...,C.A.R.,A1,1950
08-DEC-1950,Douglas C-47B (DC-3),Air Atlas,5.0,near Col de l'Ouillat,France,A1,1950
08-DEC-1950,Curtiss C-46F,Civil Air Transport,1.0,Yonpo Airfield,North Korea,A1,1950
09-DEC-1950,Curtiss C-46F,Civil Air Transport,3.0,Mount Fuji,Japan,A1,1950
10-DEC-1950,Curtiss C-46D,Civil Air Transport,0.0,Daegu (Taegu) K-...,South Korea,A2,1950
12-DEC-1950,PB2B-1 Catalina,New Zealand AF,7.0,"near Satapuala, Upolu",Samoa,A1,1950
12-DEC-1950,Boeing B-17G,IGN,4.0,near Niamey,Niger,A1,1950
13-DEC-1950,Douglas DC-4-1009,Swissair,0.0,"Sydney Airport, ...",Canada,A1,1950
13-DEC-1950,Douglas C-47B (DC-3),Air-India,21.0,near Kotagiri,India,A1,1950
13-DEC-1950,Douglas C-47A (DC-3),VASP,6.146275647879436,"Londrina, PR",Brazil,A1,1950
14-DEC-1950,Douglas C-47B (DC-3),VASP,1.0,"RibeirÃ£o Preto, SP",Brazil,A1,1950
15-DEC-1950,Douglas C-47 (DC-3),AVENSA,31.0,near PÃ¡ramo Las Siet...,Venezuela,A1,1950
17-DEC-1950,Curtiss C-46A,Loide AÃ©reo Nacional,0.0,Campina Grande A...,Brazil,A1,1950
18-DEC-1950,Junkers Ju-52,French AF,15.0,Tourane,Vietnam,A1,1950
18-DEC-1950,Junkers Ju-52,French AF,15.0,Tourane,Vietnam,A1,1950
19-DEC-1950,Douglas C-54E (DC-4),USAF,37.0,Mt. Tabayoc,Philippines,A1,1950
20-DEC-1950,Handley Page Hastings C.1,RAF,5.0,Benghazi-Benina ...,Libya,A1,1950
20-DEC-1950,Douglas C-47A (DC-3),RAAF,0.0,Kampong Aur,Malaysia,A1,1950
22-DEC-1950,Douglas C-47A (DC-3),Canadian Pacific,2.0,"near Penticton, BC",Canada,A1,1950
23-DEC-1950,Lockheed P2V-3W Neptune,US Navy,11.0,McCreight Mounta...,Canada,A1,1950
24-DEC-1950,Douglas C-47A (DC-3),USAF,6.146275647879436,near Montaltodi di Ca...,Italy,A1,1950
27-DEC-1950,Lisunov Li-2,"Aeroflot, Uzbekistan",8.0,Mynzhilki,Kazakhstan,A1,1950
28-DEC-1950,Consolidated PBY-5A Catalina,Dutch Navy,3.0,Serui,Indonesia,A1,1950
30-DEC-1950,Douglas C-47A (DC-3),Aerolineas Argentinas,14.0,"near Cobo, BA",Argentina,A1,1950
01-JAN-1951,Douglas C-47A (DC-3),LAB,6.146275647879436,La Paz-El Alto A...,Bolivia,A1,1951
02-JAN-1951,Douglas C-47 (DC-3),McInnes Products,6.146275647879436,Great Slave Lake...,Canada,A1,1951
04-JAN-1951,Curtiss C-46D,Monarch Air Service,0.0,Chicago-Midway A...,USA,A1,1951
04-JAN-1951,Lockheed C-60 Lodestar,Spanish AF,2.0,Madrid-Barajas A...,Spain,A1,1951
04-JAN-1951,Douglas C-47A (DC-3),Hellenic AF,0.0,Hoengseong Air B...,South Korea,A1,1951
08-JAN-1951,Curtiss C-46D,USAF,2.0,Chungju (K-41) A...,South Korea,A1,1951
08-JAN-1951,Curtiss C-46D,USAF,0.0,Chungju (K-41) A...,South Korea,O1,1951
08-JAN-1951,Curtiss C-46D,USAF,0.0,Chungju (K-41) A...,South Korea,O1,1951
09-JAN-1951,Ilyushin Il-12P,"Aeroflot, Moscow",8.0,near Tuapse,Russia,A1,1951
09-JAN-1951,Lisunov Li-2,"Aeroflot, West Siberia",6.0,near Kazan Airport (KZN),Russia,A1,1951
10-JAN-1951,Douglas C-47B (DC-3),USAF,0.0,"near Albuquerque, NM",USA,A1,1951
13-JAN-1951,Douglas VC-47D (DC-3),Air Carriers,10.0,near Sungei Padi,Malaysia,A1,1951
14-JAN-1951,Douglas DC-4-1009,National Airlines,7.0,Philadelphia Int...,USA,A1,1951
16-JAN-1951,Martin 2-0-2,Northwest Orient Airlines,10.0,"near Reardan, WA",USA,A1,1951
16-JAN-1951,Douglas C-54D (DC-4),USAF,4.0,near Taejon (K-5) Air...,South Korea,A1,1951
16-JAN-1951,Douglas C-47B (DC-3),USAF,6.146275647879436,Goose Bay Airpor...,Canada,A1,1951
18-JAN-1951,Douglas DC-3,TAM Peru,19.0,near Chala,Peru,A1,1951
20-JAN-1951,Grumman SA-16A Albatross,USAF,6.146275647879436,near Tsushima Airport...,Japan,A1,1951
20-JAN-1951,Fairchild C-82A Packet,USAF,6.146275647879436,Damascus-Mezzeh ...,Syria,A1,1951
