date,type,operator,fatalities,location,country,cat,year
14-APR-1975,Swearingen SA226-AT Merlin IV,Magnavox Corporation,2.0,near Southern Pines-P...,USA,A1,1975
14-APR-1975,Antonov An-24,Bulgarian AF,6.146275647879436,near Sofia,Bulgaria,A1,1975
15-APR-1975,Antonov An-2TP,"Aeroflot, Kazakstan",6.146275647879436,Omsk Airport (OMS),Russia,A1,1975
18-APR-1975,Antonov An-2R,ZUA,6.146275647879436,Minieta Szlacheckie,Poland,A1,1975
18-APR-1975,BN-2A-7 Islander,"Mackenzie Air, op.for Air Exec Services",0.0,Fort Simpson Air...,Canada,A1,1975
19-APR-1975,Douglas C-47A (DC-3),Air Liberia,0.0,Monrovia-Roberts...,Liberia,A1,1975
23-APR-1975,Curtiss C-46D,SAVCO,4.0,Cerro Sayari,Bolivia,A1,1975
24-APR-1975,BN-2A Islander,Munz Northern Airlines,0.0,Tin City Airport...,USA,A1,1975
25-APR-1975,Boeing 727,United Airlines,0.0,"Atlanta, GA",USA,H2,1975
25-APR-1975,Antonov An-24RV,"Aeroflot, Ukraine",0.0,near Poltava Airport ...,Ukraine,A1,1975
26-APR-1975,Beech A100 King Air,"Stribling-Puckett, Inc",6.0,near Hilton Head Airp...,USA,A1,1975
27-APR-1975,HAL-748,Indian AF,6.146275647879436,Yallahanpur,India,A1,1975
28-APR-1975,Lockheed C-130E Hercules,USAF,0.0,Saigon-Tan Son N...,Vietnam,O1,1975
29-APR-1975,Douglas VC-47A (DC-3),Air America,0.0,U-Tapao Airport ...,Thailand,A1,1975
29-APR-1975,Fairchild C-119 Flying Boxcar,Vietnam Air Force - VNAF,6.146275647879436,Than Son Nhut,Vietnam,C1,1975
30-APR-1975,Lockheed L-188AF Electra,Zantop,0.0,Prudhoe Bay/Dead...,USA,A1,1975
30-APR-1975,Antonov An-2SX,"Aeroflot, Central Region",0.0,near Tambov,Russia,A1,1975
??-APR-1975,Douglas DC-3C,Cambodian Air Service,6.146275647879436,Phnom Penh-Poche...,Cambodia,U1,1975
03-MAY-1975,Douglas C-47 (DC-3),SATENA,4.0,near Sardinata,Colombia,A1,1975
10-MAY-1975,Bristol 170 Freighter 21E,Air Express,2.0,"near Cape Paterson, VIC",Australia,A1,1975
10-MAY-1975,Hawker Siddeley HS-748,Philippine Air Lines,0.0,Manila Internati...,Philippines,A1,1975
11-MAY-1975,Lockheed L-1049H-01-06-162 Super Constellation,Aircraft Specialties,6.0,"near Mesa, AZ",USA,A1,1975
11-MAY-1975,Vickers 769D Viscount,PLUNA,0.0,Buenos Aires-Jor...,Argentina,A1,1975
14-MAY-1975,T-39A Sabreliner,USAF,3.0,King and Queen C...,USA,A1,1975
15-MAY-1975,Boeing 737-200,United Airlines,0.0,San Francisco In...,USA,H2,1975
16-MAY-1975,Boeing 747-136,British Airways,0.0,near Glasgow-Prestwic...,U.K.,A2,1975
17-MAY-1975,Douglas C-47B (DC-3),Motortec,0.0,Rio de Janeiro-J...,Brazil,O1,1975
18-MAY-1975,Antonov An-2R,"Aeroflot, Far East",0.0,near Birobidzhan,Russia,A1,1975
19-MAY-1975,Antonov An-2T,"Aeroflot, Georgia",0.0,Mestia,Georgia,A1,1975
21-MAY-1975,DHC-3 Otter,Woods Air Service,1.0,Anchorage-Lake H...,USA,A2,1975
28-MAY-1975,NAMC YS-11-125,TOA Domestic,0.0,Osaka-Itami Airp...,Japan,A1,1975
29-MAY-1975,Lockheed 18 Learstar I,Colonial Bank,2.0,"near Rockwood, TN",USA,A1,1975
03-JUN-1975,BAC One-Eleven 524FF,Philippine Air Lines,1.0,near Manila,Philippines,C2,1975
03-JUN-1975,Lockheed L-1049H Super Constellation,Sky Truck Int.,0.0,Guadeloupe,Guadeloupe,A1,1975
06-JUN-1975,Curtiss C-46F,TAI,0.0,San Borja Airpor...,Bolivia,A1,1975
09-JUN-1975,Curtiss C-46A,Frigorifico Santa Rita,0.0,Riberalta Airpor...,Bolivia,A1,1975
12-JUN-1975,Boeing 747-128,Air France,0.0,Bombay-Santacruz...,India,A1,1975
14-JUN-1975,Rockwell Sabreliner 75A,Kerr-McGee Corp,0.0,near Watertown Airpor...,USA,A1,1975
17-JUN-1975,Hawker Siddeley HS-748,Varig,6.146275647879436,"Pedro Afonso, GO",Brazil,A1,1975
17-JUN-1975,SE-210 Caravelle VI-N,Indian Airlines,0.0,Bombay-Santacruz...,India,A1,1975
19-JUN-1975,Antonov An-2T,"Aeroflot, Magadan",0.0,near Markovo,Russia,A1,1975
20-JUN-1975,Lockheed P2V-7 Neptune,Japanese Navy,6.146275647879436,unknown,Unknown country,U1,1975
22-JUN-1975,Handley Page HPR-7 Herald 101,La Urraca,0.0,La Libertad,Colombia,A1,1975
24-JUN-1975,Boeing 727-225,Eastern Air Lines,113.0,New York-John F....,USA,A1,1975
26-JUN-1975,Douglas C-47D,German AF,3.0,Kaufering,Germany,A1,1975
27-JUN-1975,BN-2 Islander,Kurfiss Aviation,0.0,near Bremen Airport (...,Germany,A1,1975
28-JUN-1975,Antonov An-24,Balkan Bulgarian,0.0,Thessaloniki Air...,Greece,H2,1975
28-JUN-1975,Antonov An-2T,"Aeroflot, Kyrgyzstan",0.0,near Karaganda,Russia,A1,1975
30-JUN-1975,Douglas DC-4,El Venado,3.0,near Saravena,Colombia,A1,1975
??-JUN-1975,BN-2A Islander,Wilderness Airline,6.146275647879436,"Williams Lake, BC",Canada,U1,1975
??-JUN-1975,Grumman G-73 Mallard,Gabon Government,0.0,Atlantic Ocean o...,Gabon,O1,1975
02-JUL-1975,Beech 99,TAT,8.0,Nantes ChÃ¢teau-...,France,A1,1975
03-JUL-1975,Learjet 25,Unknown,0.0,Richmond Municip...,USA,A1,1975
05-JUL-1975,Boeing 707-373C,PIA,0.0,Islamabad Intern...,Pakistan,C2,1975
10-JUL-1975,Lockheed L-188AF Electra,Aerocondor de Colombia,2.0,BogotÃ¡-Eldorado...,Colombia,A1,1975
10-JUL-1975,Douglas DC-6F,Aerocosta Colombia,0.0,BogotÃ¡-Eldorado...,Colombia,O1,1975
11-JUL-1975,Grumman G-159 Gulfstream I,Collins Radio,0.0,Dallas-Addison A...,USA,A1,1975
11-JUL-1975,DH-114 Prinair Heron 2,Prinair,0.0,San Juan-Isla Ve...,Puerto Rico,A2,1975
15-JUL-1975,Yakovlev Yak-40,"Aeroflot, Armenia",40.0,near Batumi-Chorokh A...,Georgia,A1,1975
16-JUL-1975,Antonov An-2R,ZUA,1.0,near KÃºty,Slovakia,C1,1975
16-JUL-1975,Douglas DC-4,Aerotal Colombia,0.0,Arauca Airport (...,Colombia,A1,1975
17-JUL-1975,CSR-123 Otter (DHC-3),RCAF,0.0,Duke of York Bay...,Canada,A1,1975
18-JUL-1975,Antonov An-2,Aviatia Utilitara,0.0,Mircea Voda,Romania,A1,1975
23-JUL-1975,Antonov An-2R,"Aeroflot, Tajikistan",0.0,near Termez,Uzbekistan,A1,1975
25-JUL-1975,Douglas R4D-1 (DC-3),St. Felicien Air Services,0.0,"Lake Mistassini, QC",Canada,A1,1975
26-JUL-1975,Lockheed C-130A Hercules,USAF,6.0,"near Imlay City, MI",USA,A1,1975
26-JUL-1975,Douglas C-47 (DC-3),Colombian AF,10.0,Sierra Nevada de...,Colombia,A1,1975
28-JUL-1975,Lockheed L-1011 TriStar,All Nippon,0.0,Tokyo-Haneda Air...,Japan,H2,1975
31-JUL-1975,Douglas C-47A (DC-3),Chilean AF,7.0,near Colina,Chile,A1,1975
31-JUL-1975,Vickers 837 Viscount,FEAT,27.0,Taipei-Songshan ...,Taiwan,A1,1975
03-AUG-1975,Douglas C-47 (DC-3),Nicaraguan AF,21.0,near Punta Amapala,El Salvador,A1,1975
03-AUG-1975,Boeing 707-321C,"Jordanian World Airways, opf RAM",188.0,near Amskroud,Morocco,A1,1975
03-AUG-1975,Convair CV-240-23,private,0.0,Belize City,Belize,A1,1975
07-AUG-1975,Boeing 727-224,Continental Air Lines,0.0,Denver-Stapleton...,USA,A1,1975
07-AUG-1975,BN-2A-7 Islander,AMAZ,0.0,Kasangulu,D.R. Congo,A1,1975
08-AUG-1975,BN-2A Islander,Servicios AÃ©reos SA,0.0,Porvenir Island,Panama,O1,1975
08-AUG-1975,Curtiss C-46F,Rich,0.0,near Aguadilla-Borinq...,Puerto Rico,A1,1975
09-AUG-1975,Ilyushin Il-14M,"Aeroflot, Leningrad",11.0,near Bagdarin,Russia,A1,1975
09-AUG-1975,Consolidated PB4Y-2 Privateer,Hawkins & Powers,0.0,Port Hardy Airpo...,Canada,A1,1975
14-AUG-1975,Nord 262A-32,DGAC/SFACT,6.146275647879436,St. Yan,France,A1,1975
15-AUG-1975,Yakovlev Yak-40,"Aeroflot, Azerbaijan",23.0,near Krasnovodsk Airp...,Turkmenistan,A1,1975
15-AUG-1975,BN-2A Islander,Aerial Tours,0.0,Naoro Airport (NOO),P.N. Guinea,A1,1975
16-AUG-1975,Douglas C-47A (DC-3),Somali Airlines,0.0,Bossaso Airport ...,Somalia,A1,1975
18-AUG-1975,Consolidated PBY-6A Catalina,Confederate Air Force,3.0,"Harlingen, TX",USA,A1,1975
20-AUG-1975,Ilyushin Il-62,CSA,126.0,near Damascus Interna...,Syria,A1,1975
22-AUG-1975,Douglas C-49J (DC-3),TANA,0.0,Ipiales Airport ...,Colombia,A1,1975
23-AUG-1975,Antonov An-2R,ZUA,6.146275647879436,Jackowo,Poland,A1,1975
27-AUG-1975,Douglas C-47B (DC-3),East African Airways,0.0,Mtwara Airport (...,Tanzania,A1,1975
28-AUG-1975,Lockheed C-130E Hercules,Argentine AF,4.0,TucumÃ¡n Airport...,Argentina,C1,1975
30-AUG-1975,Tupolev Tu-104B,"Aeroflot, Ukraine",0.0,Novosibirsk-Tolm...,Russia,A1,1975
30-AUG-1975,Curtiss C-46F,Trans AÃ©reos Beni,0.0,Trinidad,Bolivia,A1,1975
30-AUG-1975,Fairchild F-27B,Wien Air Alaska,10.0,"near Gambell Airport,...",USA,A1,1975
01-SEP-1975,Tupolev Tu-134,Interflug,27.0,Leipzig Airport ...,Germany,A1,1975
04-SEP-1975,DHC-3 Otter,Auburn Adventist Academy,0.0,Auburn Municipal...,USA,A1,1975
04-SEP-1975,DHC-4A Caribou,RAAF,0.0,Baucau Airport (...,Timor,H2,1975
09-SEP-1975,DHC-6 Twin Otter,Haiti Air Inter,0.0,Gonaives,Haiti,H2,1975
11-SEP-1975,Douglas C-47A (DC-3),Stoney's Rainbow Lanes & Lounge,2.0,"Wakeman, OH",USA,A1,1975
11-SEP-1975,Douglas C-47 (DC-3),Ethiopian Airlines,1.0,near Mota,Ethiopia,A1,1975
13-SEP-1975,Douglas EC-47A,Brazilian AF,0.0,"near Itaparica, BA",Brazil,A1,1975
15-SEP-1975,Hawker Siddeley HS-121 Trident 1E,British Airways,0.0,Bilbao Airport (...,Spain,A1,1975
15-SEP-1975,Boeing 727,Continental Air Lines,1.0,San Jose Municip...,USA,H2,1975
15-SEP-1975,BN-2A-6 Islander,Dorado Wings,0.0,San Juan-Isla Ve...,Puerto Rico,A1,1975
16-SEP-1975,Douglas DC-3,Alyemda,0.0,Beihan Airport (...,Yemen,A1,1975
17-SEP-1975,Douglas C-47A (DC-3),Chilean Navy,9.0,near Ritoque,Chile,A1,1975
17-SEP-1975,Convair CV-240-4,Asiatic Int. Airways,0.0,near Singapore-Seleta...,Singapore,A1,1975
18-SEP-1975,Antonov An-2V,"Aeroflot, Krasnoyarsk, op.for Soviet AF",3.0,near Turukhansk (UOTT),Russia,A1,1975
19-SEP-1975,Antonov An-2,Unknown,2.0,within Bulgaria,Bulgaria,A1,1975
20-SEP-1975,DC-8-63CF,Airlift Int.,0.0,New York-John F....,USA,A2,1975
22-SEP-1975,Antonov An-2R,ZUA,6.146275647879436,Skopje Airport (...,North Macedonia,A1,1975
24-SEP-1975,Fokker F-28 Fellowship 1000,Garuda,6.146275647879436,near Palembang Airpor...,Indonesia,A1,1975
25-SEP-1975,Douglas C-47A (DC-3),Laurentian Air Services,0.0,La Grande-LG-2 a...,Canada,A1,1975
25-SEP-1975,Douglas C-47A (DC-3),Ilford Riverton,3.0,Fort Severn Airp...,Canada,A1,1975
26-SEP-1975,Convair C-131F (CV-340),US Navy,4.0,near Santa Ana-El Tor...,USA,A1,1975
26-SEP-1975,Nord 2501D Noratlas,Portuguese AF,11.0,near Tancos Air Base,Portugal,A1,1975
27-SEP-1975,Canadair CC-106 Yukon (CL-44),AER,6.0,Miami Internatio...,USA,A1,1975
27-SEP-1975,Shorts SC.7 Skyvan,Olympic Airways,0.0,Mikonos,Greece,H2,1975
27-SEP-1975,Dassault Falcon 20DC,Federal Express,0.0,Providence-Theod...,USA,A2,1975
30-SEP-1975,DHC-6 Twin Otter 200,Northern Thunderbird Air,7.0,Kluatantan regio...,Canada,A1,1975
30-SEP-1975,Tupolev Tu-154A,Malev,60.0,near Beirut Internati...,Lebanon,A1,1975
30-SEP-1975,Boeing 727-24C,Avianca,4.0,Barranquilla-Sol...,Colombia,A1,1975
05-OCT-1975,Boeing 737-287C,Aerolineas Argentinas,0.0,Rafaela Aerodrom...,Argentina,H2,1975
06-OCT-1975,Yakovlev Yak-40,"Aeroflot, Uralsk",0.0,near Kirov Airport (KVX),Russia,A1,1975
07-OCT-1975,BAC One-Eleven,Philippine Air Lines,0.0,Manila,Philippines,H2,1975
07-OCT-1975,BN-2A-3 Islander,Dirgantara Air Services,0.0,Sawu Airport (SAU),Indonesia,A1,1975
10-OCT-1975,Antonov An-8,MAP Zhukovski,6.0,Sverdlovsk-Kolts...,Russia,A1,1975
15-OCT-1975,Grumman TC-4C (G-159 Gulfstream I),USMC,9.0,Cherry Point MCA...,USA,A1,1975
17-OCT-1975,BN-2A-26 Islander,Aer Arann,0.0,Inishmore Airpor...,Ireland,A1,1975
19-OCT-1975,Curtiss C-46A,Aerovias Las Minas,3.0,Trinidad,Bolivia,A1,1975
22-OCT-1975,Yakovlev Yak-40,"Aeroflot, Latvia",6.146275647879436,near Novgorod Airport...,Russia,A1,1975
23-OCT-1975,DH-114 Riley Heron 2E/A1,Connair,11.0,"near Cairns Airport, ...",Australia,A1,1975
26-OCT-1975,GAF Nomad N.22,GAF,6.146275647879436,Mazatlan Airport...,Mexico,O1,1975
27-OCT-1975,Convair CV-440-12,TAM,67.0,Cerro Colorado,Bolivia,A1,1975
30-OCT-1975,DC-9-32,Inex-Adria Aviopromet,75.0,near Praha-Ruzyne Int...,Czech Rep.,A1,1975
03-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0.0,"near Frobisher Bay, NU",Canada,A1,1975
12-NOV-1975,Boeing 727-225,Eastern Air Lines,0.0,Raleigh/Durham A...,USA,A2,1975
12-NOV-1975,DC-10-30CF,ONA,0.0,New York-John F....,USA,A1,1975
13-NOV-1975,Antonov An-2R,"Aeroflot, East Siberia",0.0,near Nizhneangarsk,Russia,A1,1975
15-NOV-1975,Fokker F-28 Fellowship 1000,Aerolineas Argentinas,0.0,near Concordia Airpor...,Argentina,A1,1975
17-NOV-1975,Antonov An-24RV,"Aeroflot, North Kavkaz",38.0,near Gali,Georgia,A1,1975
18-NOV-1975,Douglas C-47 (DC-3),Aviateca,15.0,near El Caoba,Guatemala,A1,1975
20-NOV-1975,Antonov An-24B,"Aeroflot, Belarus",19.0,near Kharkov Airport ...,Ukraine,A1,1975
20-NOV-1975,Hawker Siddeley HS-125-600B,Hawker Siddeley,6.146275647879436,Dunsfold Airport...,U.K.,A1,1975
22-NOV-1975,Antonov An-24V,Balkan Bulgarian,3.0,Sofia-Vrazhdebna...,Bulgaria,A1,1975
25-NOV-1975,Lockheed C-130H Hercules,Israeli AF,20.0,near El Arish,Egypt,A1,1975
29-NOV-1975,Douglas C-47A (DC-3),Kenting Atlas Aviation,0.0,Igloolik Airport...,Canada,U1,1975
03-DEC-1975,Boeing 747-123F (SCD),TMA,0.0,Athens-Ellinikon...,Greece,A2,1975
03-DEC-1975,BN-2A-8 Islander,Pacific Resorts,6.146275647879436,Du Motu,Tonga,A1,1975
07-DEC-1975,Boeing KC-135A,USAF,4.0,near Fairbanks-Eielso...,USA,A1,1975
10-DEC-1975,Antonov An-2R,"Aeroflot, North Kavkaz",0.0,near Serafimovich,Russia,A1,1975
15-DEC-1975,Antonov An-12B,"Aeroflot, Yakutsk",0.0,Fergana Airport ...,Uzbekistan,A1,1975
16-DEC-1975,Boeing 747-246B,JAL,0.0,Anchorage Intern...,USA,A2,1975
20-DEC-1975,Douglas C-117D (DC-3),US Navy,6.146275647879436,ReykjavÃ­k-Naval...,Iceland,A1,1975
21-DEC-1975,CT-39E Sabreliner,US Navy,2.0,"near Ukiah, CA",USA,A1,1975
21-DEC-1975,BN-2A-21 Islander,Philippine Aerotransport,9.0,Tacloban (TAC),Philippines,A1,1975
22-DEC-1975,Boeing 707-331B,TWA,0.0,Milano-Malpensa ...,Italy,A1,1975
28-DEC-1975,Hawker Siddeley HS-121 Trident 1C,British Airways,0.0,London-Heathrow ...,U.K.,O1,1975
29-DEC-1975,Beech 99,Bayview Air Services,2.0,near Slave Lake Airpo...,Canada,A1,1975
??-???-1975,BN-2A-6 Islander,Khmer Airlines,6.146275647879436,Phnom Penh-Poche...,Cambodia,C1,1975
??-???-1975,DHC-4A Caribou,US Army,6.146275647879436,Meck Island,Marshall Isl.,A1,1975
??-???-1975,Antonov An-2R,PZL-Mielec,0.0,Mielec,Poland,O1,1975
??-???-1975,Dornier Do 28D-1 Skyservant,Unknown,6.146275647879436,Quito,Ecuador,U1,1975
??-???-1975,Lockheed P-2H Neptune,Black Hills Aviation,6.146275647879436,"Wenatchee, WA",USA,A1,1975
??-???-1975,Nord 2501D Noratlas,Portuguese AF,0.0,unknown,Portugal,U1,1975
01-JAN-1976,DC-10-30,SAS,0.0,KÃ¸benhavn-Kastr...,Denmark,A2,1976
01-JAN-1976,Boeing 720-023B,MEA,81.0,near Al Qaysumah,Saudi Arabia,C1,1976
02-JAN-1976,DC-10-30CF,"ONA, op.for Saudi Arabian",0.0,Istanbul-YesilkÃ...,Turkey,A1,1976
02-JAN-1976,BN-2A-3 Islander,Caspair,0.0,Kimba Ngorongoro,Tanzania,A2,1976
03-JAN-1976,Learjet 24A,Winship Air Services,6.0,near Anchorage Intern...,USA,A1,1976
03-JAN-1976,Tupolev Tu-124V,"Aeroflot, North Kavkaz",6.146275647879436,near Moskva-Vnukovo A...,Russia,A1,1976
05-JAN-1976,DC-8-61,JAL,0.0,Manila Airport (...,Philippines,H2,1976
07-JAN-1976,Vickers 806 Viscount,Mandala Airlines,0.0,Manado-Samratula...,Indonesia,A1,1976
08-JAN-1976,BN-2A-21 Islander,Philippine Aerotransport,7.0,Mactan Island,Philippines,A1,1976
13-JAN-1976,Antonov An-24B,"Aeroflot, Uralsk",0.0,near Leningrad-Smolno...,Russia,A1,1976
14-JAN-1976,Rockwell Sabreliner 40,FAA,1.0,"near Recife, PE",Brazil,A1,1976
15-JAN-1976,Douglas C-54A (DC-4),El Venado,13.0,near Chipaque,Colombia,A1,1976
17-JAN-1976,Handley Page HPR-7 Herald 401,Royal Malaysian AF,0.0,Kuala Lumpur Sub...,Malaysia,A1,1976
18-JAN-1976,Douglas C-47 (DC-3),Frigorifico Maniqui,7.0,near San Borja-Capita...,Bolivia,A1,1976
20-JAN-1976,Hawker Siddeley HS-748,TAME Ecuador,34.0,near Loja,Ecuador,A1,1976
20-JAN-1976,Antonov An-8,Soviet AF,7.0,within Azerbaijan,Azerbaijan,A1,1976
21-JAN-1976,Antonov An-24RV,CAAC,40.0,near Changsha-Huanghu...,China,A1,1976
22-JAN-1976,Dassault Falcon 20C,French AF,5.0,Rambouillet,France,A1,1976
22-JAN-1976,Embraer EMB-110C Bandeirante,Transbrasil,7.0,ChapecÃ³ Airport...,Brazil,A1,1976
23-JAN-1976,Hawker Siddeley HS-748,Bouraq Indonesia,0.0,Palu Airport (PLW),Indonesia,A1,1976
27-JAN-1976,Douglas DC-6A,AerotÃ©cnicos Asociados de MÃ©xico,4.0,near Cozumel Airport ...,Mexico,A1,1976
30-JAN-1976,Ilyushin Il-18V,"Aeroflot, Kyrgyzstan",6.0,near Frunze Airport (...,Kyrgyzstan,A1,1976
02-FEB-1976,Douglas C-49J (DC-3),Atlantic Central Airlines,0.0,Saint John Airpo...,Canada,O1,1976
04-FEB-1976,Douglas DC-6A/B,LAC Colombia,3.0,Santa Marta,Colombia,A1,1976
06-FEB-1976,Learjet 24D,Estramed,0.0,near Bari-Palese Airp...,Italy,A1,1976
06-FEB-1976,Boeing KC-135A,USAF,7.0,near Cabanillas,Spain,A1,1976
08-FEB-1976,Douglas YC-112A-DO (DC-6),Mercer Airlines,3.0,near Los Angeles-Van ...,USA,A1,1976
09-FEB-1976,Tupolev Tu-104A,"Aeroflot, West Siberia",24.0,Irkutsk Airport ...,Russia,A1,1976
09-FEB-1976,Antonov An-24RV,Tarom,0.0,Bacau Airport (BCM),Romania,A1,1976
16-FEB-1976,Douglas C-47A (DC-3),Chad AF,6.146275647879436,Faya Airport (FYT),Chad,A1,1976
22-FEB-1976,Grumman G-1159 Gulfstream II,FabergÃ©,0.0,Burlington Inter...,USA,A1,1976
24-FEB-1976,DHC-6 Twin Otter 200,Gateway Aviation,2.0,Yellowknife Airp...,Canada,A1,1976
25-FEB-1976,Curtiss C-46D,LANICA,0.0,Managua-Las Merc...,Nicaragua,A1,1976
29-FEB-1976,Saunders ST-27,ACES,1.0,MedellÃ­n-Enriqu...,Colombia,H2,1976
01-MAR-1976,VEB 14P,Tarom,6.0,near Sibiu Airport (SBZ),Romania,A1,1976
02-MAR-1976,IAI Arava 201,TAM,19.0,within Southeastern Bol...,Bolivia,A1,1976
06-MAR-1976,Ilyushin Il-18E,"Aeroflot, Armenia",111.0,near Verkhnyaya Khava,Russia,A1,1976
10-MAR-1976,Antonov An-24RV,"Aeroflot, Privolzhsk",0.0,Saratov Airport ...,Russia,A1,1976
12-MAR-1976,Lockheed L-188AF Electra,Great Northern Airlines,0.0,"Udrivik Lake, AK",USA,A1,1976
13-MAR-1976,Fokker F-27 Friendship 600,Air Zaire,0.0,Gago Coutinho,Angola,A1,1976
16-MAR-1976,Beech 99A,Command Airways,0.0,Poughkeepsie-Dut...,USA,A1,1976
17-MAR-1976,Curtiss C-46A,LANICA,0.0,Puerto Cabezas A...,Nicaragua,U1,1976
18-MAR-1976,Antonov An-24V,Cubana,5.0,near Havana,Cuba,A1,1976
18-MAR-1976,Douglas DC-8-43,"Air Canada, op.for Cubana",0.0,near Havana-JosÃ© Mar...,Cuba,A1,1976
19-MAR-1976,Yakovlev Yak-40S2,Syrianair,0.0,Beirut Internati...,Lebanon,C1,1976
24-MAR-1976,Ilyushin Il-14LIK,"Aeroflot, Kazakstan",6.0,near Ashgabat Airport...,Turkmenistan,A1,1976
24-MAR-1976,Douglas C-47B (DC-3),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
24-MAR-1976,Douglas C-47A (DC-3),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
24-MAR-1976,Douglas C-47A (DC-3),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
24-MAR-1976,Douglas C-54A (DC-4),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
24-MAR-1976,Douglas R5D-1 (DC-4),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
24-MAR-1976,Douglas C-54A (DC-4),Royal Air Lao,0.0,Vientiane-Wattay...,Laos,O1,1976
25-MAR-1976,Lockheed L-1329 JetStar I,International Air Service,4.0,Chicago-Midway A...,USA,A1,1976
02-APR-1976,Douglas C-47 (DC-3),SATENA,5.0,near Puerto Asis,Colombia,A1,1976
05-APR-1976,Boeing 727-81,Alaska Airlines,1.0,Ketchikan Intern...,USA,A1,1976
07-APR-1976,BAC One-Eleven,Philippine Air Lines,0.0,Benghazi,Libya,H2,1976
09-APR-1976,Lockheed 18 Lodestar,The Connecticut National Bank,2.0,"Brighton, FL",USA,A1,1976
09-APR-1976,Antonov An-2,Aviatia Utilitara,2.0,near Cobadin,Romania,A1,1976
11-APR-1976,Antonov An-2TP,"Aeroflot, East Siberia",6.146275647879436,near Kazachinsk,Russia,A1,1976
14-APR-1976,Avro 748-105 Srs. 1,YPF,34.0,"near Cutral-CÃ³ , NE",Argentina,A1,1976
17-APR-1976,Antonov An-2SX,"Aeroflot, Uzbekistan",1.0,near Kursk,Russia,A1,1976
22-APR-1976,Boeing 720-022,US Global of Florida,0.0,near Barranquilla-Sol...,Colombia,A1,1976
22-APR-1976,Antonov An-2R,"Aeroflot, Moscow SPiMVL",0.0,near Tula,Russia,A1,1976
23-APR-1976,Douglas C-47A (DC-3),Ethiopian Airlines,6.146275647879436,Massawa Airport ...,Eritrea,U1,1976
24-APR-1976,Boeing 727-59,Avianca,0.0,BogotÃ¡-Eldorado...,Colombia,H2,1976
27-APR-1976,A.W. AW-660 Argosy C.1,RAF,2.0,Boscombe Down RA...,U.K.,A1,1976
27-APR-1976,Boeing 727-95,American Airlines,37.0,Saint Thomas-Har...,U.S. Virgin Isl.,A1,1976
27-APR-1976,DHC-3 Otter,Horizon Air Service,0.0,"Upolu Point, HI",USA,A1,1976
28-APR-1976,DHC-4A Caribou,Uganda Police,0.0,Entebbe Airport ...,Uganda,A1,1976
30-APR-1976,DC-10-10,THY,0.0,Paris-Orly Airpo...,France,H2,1976
02-MAY-1976,Convair CV-640,Air AlgÃ©rie,0.0,Djanet-Inedbiren...,Algeria,U1,1976
02-MAY-1976,Douglas DC-6BF,TACA,0.0,Rubelsanto Airpo...,Guatemala,A1,1976
03-MAY-1976,DHC-6 Twin Otter 300,de Havilland Canada,11.0,near Monze,Zambia,A1,1976
05-MAY-1976,BN-2A-21 Islander,Philippine Aerotransport,4.0,Camuigan,Philippines,A2,1976
05-MAY-1976,Dornier Do 28D-1 Skyservant,Danzer ZaÃ¯re,1.0,near Kisangani,D.R. Congo,A1,1976
09-MAY-1976,Boeing 747-131F,Iran AF,17.0,near Madrid,Spain,A1,1976
13-MAY-1976,DHC-6 Twin Otter 200,ERA Helicopters,0.0,Fairbanks Intern...,USA,O1,1976
14-MAY-1976,DHC-3 Otter,La Ronge Aviation Services,0.0,"Lynn Lake, MB",Canada,A1,1976
15-MAY-1976,Antonov An-24RV,"Aeroflot, Ukraine",52.0,near Chernigov,Ukraine,A1,1976
16-MAY-1976,Antonov An-2SX,"Aeroflot, Kazakstan",1.0,near Semipalatinsk,Kazakhstan,A1,1976
19-MAY-1976,Antonov An-2R,"Aeroflot, Armenia",0.0,near Alaverdi,Armenia,A1,1976
19-MAY-1976,Lockheed L-1049H Super Constellation,F & B Livestock,0.0,Belize City,Belize,A1,1976
20-MAY-1976,Curtiss C-46,Air Haiti,0.0,Nassau Internati...,Bahamas,A2,1976
20-MAY-1976,Douglas C-47 (DC-3),Survair,0.0,Asbestos Hill Ai...,Canada,A1,1976
22-MAY-1976,Douglas DC-3C,Kenting Aviation,0.0,Amund Ringnes Is...,Canada,A1,1976
23-MAY-1976,Antonov An-2,Unknown,2.0,Charmanli,Bulgaria,A1,1976
23-MAY-1976,BAC One-Eleven 527FK,Philippine Air Lines,13.0,Zamboanga Airpor...,Philippines,H1,1976
23-MAY-1976,Antonov An-26,"Aeroflot, Yakutsk",6.146275647879436,near Khandyga-Teply K...,Russia,A1,1976
31-MAY-1976,Douglas C-47B (DC-3),Ethiopian Airlines,6.146275647879436,Massawa Airport ...,Eritrea,A1,1976
01-JUN-1976,Tupolev Tu-154A,"Aeroflot, International",45.0,MacÃ­as Nguema B...,Eq. Guinea,A1,1976
