,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
7762,28-MAY-1955,Douglas C-47D (Dc-3),USAF,0.0,near Deftinge,Belgium,A1,1955,0,1950,No Fatalities
7763,30-MAY-1955,Douglas C-47D (Dc-3),USAF,7.0,"near Alamagordo, NM",USA,A1,1955,1,1950,Low Fatalities
7764,03-JUN-1955,Douglas C-54A (Dc-4),UAT,3.0,Fort Lamy Airpor...,Chad,A1,1955,1,1950,Low Fatalities
7765,04-JUN-1955,Short Sunderland Mr.5,RAF,4.0,"near Eastbourne, Sussex",U.K.,A1,1955,1,1950,Low Fatalities
7766,07-JUN-1955,Lockheed 14-08 Super Electra,Associated Airways,6.0,"Winterburn, AB",Canada,A1,1955,1,1950,Low Fatalities
7767,16-JUN-1955,Lockheed 14-H2 Super Electra,TAPSA,3.0,Tarapoto Airport...,Peru,A1,1955,1,1950,Low Fatalities
7768,16-JUN-1955,Lockheed L-149 Constellation,Panair do Brasil,16.0,near AsunciÃ³n-Silvio...,Paraguay,A1,1955,1,1950,Medium Fatalities
7769,18-JUN-1955,Curtiss C-46,Tigres Voladores,2.0,Leon Airport (BJX),Mexico,A1,1955,1,1950,Low Fatalities
7770,18-JUN-1955,Curtiss C-46A,World Wide Airways,2.0,"near Coral Harbour, NU",Canada,A1,1955,1,1950,Low Fatalities
7771,22-JUN-1955,Lockheed P2V-5 Neptune,US Navy,0.0,St Lawrence Isla...,USA,A1,1955,0,1950,No Fatalities
7772,25-JUN-1955,Douglas C-47 (Dc-3),Indian AF,11.0,Agra,India,A1,1955,1,1950,Medium Fatalities
7773,25-JUN-1955,Douglas C-47 (Dc-3),Indian AF,8.0,Agra,India,A1,1955,1,1950,Low Fatalities
7774,27-JUN-1955,Casa 352 (Ju-52),Spanish AF,2.0,near TÃ©touan,Morocco,A1,1955,1,1950,Low Fatalities
7775,29-JUN-1955,Douglas C-47A (Dc-3),USAF,10.0,"Sitkinak Island, AK",USA,A1,1955,1,1950,Low Fatalities
7776,30-JUN-1955,Douglas C-47 (Dc-3),French AF,4.0,near Saigon,Vietnam,A1,1955,1,1950,Low Fatalities
7777,01-JUL-1955,Antonov An-2,"Aeroflot, Northern",0.0,near Ukhta,Russia,A1,1955,0,1950,No Fatalities
7778,02-JUL-1955,Ilyushin Il-12,Polyarnaya Aviatsiya,0.0,Nagurskoye Air Base,Russia,A1,1955,0,1950,No Fatalities
7779,03-JUL-1955,Ford 5-At-D Tri-Motor,Servicios AÃ©reos de Chiapas,0.0,near San AndrÃ©s Tuxtla,Mexico,A1,1955,0,1950,No Fatalities
7780,11-JUL-1955,Vickers Varsity T.1,RAF,0.0,near Thorney Island R...,U.K.,A1,1955,0,1950,No Fatalities
7781,12-JUL-1955,Douglas C-47 (Dc-3),TWA,0.0,"Kansas City, MO",USA,A2,1955,0,1950,No Fatalities
7782,13-JUL-1955,Curtiss C-46,Lineas Interamericana AÃ©rea,3.0,Capacho,Venezuela,A1,1955,1,1950,Low Fatalities
7783,14-JUL-1955,Douglas Dc-2-243,L.A. Unidas,22.0,near Oaxaca,Mexico,A1,1955,1,1950,Medium Fatalities
7784,17-JUL-1955,Convair Cv-340-32,Braniff Airways,22.0,Chicago-Midway A...,USA,A1,1955,1,1950,Medium Fatalities
7785,19-JUL-1955,Pbv-1A Canso A (Pby-5A),RCAF,2.0,"Fraser River, Va...",Canada,A1,1955,1,1950,Low Fatalities
7786,26-JUL-1955,Handley Page Hastings C.2,RAF,0.0,Abingdon RAF Sta...,U.K.,A1,1955,0,1950,No Fatalities
7787,27-JUL-1955,Lockheed L-149 Constellation,El Al,58.0,near Petrich,Bulgaria,C1,1955,1,1950,High Fatalities
7788,29-JUL-1955,Douglas C-47A (Dc-3),USAF,0.0,near Libya,Mediterranean Sea,A1,1955,0,1950,No Fatalities
7789,01-AUG-1955,Vickers Valetta C.1,RAF,0.0,Sanau,Yemen,A1,1955,0,1950,No Fatalities
7790,03-AUG-1955,Grumman G-73 Mallard,Pacific Western,5.0,"near Kemano, BC",Canada,A1,1955,1,1950,Low Fatalities
7791,04-AUG-1955,Convair Cv-240-0,American Airlines,30.0,near Fort Leonard Woo...,USA,A1,1955,1,1950,Medium Fatalities
7792,05-AUG-1955,Vickers Valetta C.1,RAF,0.0,near Fayid RAF Station,Egypt,A1,1955,0,1950,No Fatalities
7793,05-AUG-1955,Boeing 377 Stratocruiser,Northwest Orient Airlines,0.0,Chicago-Midway A...,USA,A2,1955,0,1950,No Fatalities
7795,06-AUG-1955,Ilyushin Il-14,"Aeroflot, Magadan",25.0,near Voronezh Airport...,Russia,A1,1955,1,1950,Medium Fatalities
7796,10-AUG-1955,Fairchild C-119G Flying Boxcar,USAF,19.0,Edelweiler,Germany,A1,1955,1,1950,Medium Fatalities
7797,10-AUG-1955,Fairchild C-119G Flying Boxcar,USAF,47.0,Edelweiler,Germany,A1,1955,1,1950,Medium Fatalities
7798,19-AUG-1955,Douglas Sc-47A,USAF,7.0,"near Hawthorne, NV",USA,A1,1955,1,1950,Low Fatalities
7799,23-AUG-1955,Kaiser-Frazer C-119F Flying Boxcar,USAF,6.146275647879436,"near Charleston AFB, ...",USA,A1,1955,1,1950,Low Fatalities
7800,25-AUG-1955,Grumman Sa-16B Albatross,USAF,5.0,near Terceira-Lajes A...,Portugal,A1,1955,1,1950,Low Fatalities
7801,26-AUG-1955,Douglas Dc-3A,Cruzeiro do Sul,13.0,"near Castelo, ES",Brazil,A1,1955,1,1950,Medium Fatalities
7802,29-AUG-1955,Douglas Dc-3-191A,Continental Air Lines,0.0,"Hobbs, NM",USA,A2,1955,0,1950,No Fatalities
7803,30-AUG-1955,Douglas C-47A (Dc-3),Kalinga Airlines,2.0,Simra Airport (SIF),Nepal,A1,1955,1,1950,Low Fatalities
7804,01-SEP-1955,Douglas Vc-47D (Dc-3),USAF,12.0,"near Skwentna, AK",USA,A1,1955,1,1950,Medium Fatalities
7805,02-SEP-1955,Douglas C-47A (Dc-3),Union of Burma Airways,9.0,near Lanywa,Myanmar,A1,1955,1,1950,Low Fatalities
7806,05-SEP-1955,Boeing B-17G,LAB,3.0,near Cochabamba,Bolivia,A1,1955,1,1950,Low Fatalities
7807,05-SEP-1955,Douglas C-49E (Dc-3),LAB,0.0,Cochabamba,Bolivia,A2,1955,0,1950,No Fatalities
7808,06-SEP-1955,Douglas C-124C Globemaster Ii,USAF,1.0,Albuquerque-Kirt...,USA,A1,1955,1,1950,Low Fatalities
7809,06-SEP-1955,Kaiser-Frazer C-119F Flying Boxcar,USAF,4.0,near Alexandria-Engla...,USA,A1,1955,1,1950,Low Fatalities
7810,08-SEP-1955,Douglas R4D-1 (Dc-3),Currey Air Transport,3.0,Hollywood-Lockhe...,USA,A1,1955,1,1950,Low Fatalities
7811,09-SEP-1955,Handley Page Hastings,New Zealand AF,0.0,Darwin RAAF Stat...,Australia,A1,1955,0,1950,No Fatalities
7812,10-SEP-1955,Latã©Coã¨Re 631,France-Hydro,16.0,near Banyo,Cameroon,A1,1955,1,1950,Medium Fatalities
7813,13-SEP-1955,Handley Page Hastings C.1,RAF,5.0,Dishforth RAF St...,U.K.,A1,1955,1,1950,Low Fatalities
7814,14-SEP-1955,Avro 685 York C.1,Persian Air Services,0.0,near Basra,Iran,A1,1955,0,1950,No Fatalities
7815,14-SEP-1955,Curtiss C-46,AVENSA,4.0,Gulf of Venezuela,Atlantic Ocean,A1,1955,1,1950,Low Fatalities
7816,15-SEP-1955,Ilyushin Il-12P,"Aeroflot, West Siberia",7.0,"near Komarovo, Kansk ...",Russia,A1,1955,1,1950,Low Fatalities
7817,17-SEP-1955,Bristol 170 Freighter 31,Pacific Western,2.0,"near Thorhild, AB",Canada,A1,1955,1,1950,Low Fatalities
7818,20-SEP-1955,Curtiss C-46A,TransaÃ©reos de la CorporaciÃ³n Boliviana de Fomento,0.0,near La Paz,Bolivia,A1,1955,0,1950,No Fatalities
7819,20-SEP-1955,Vickers Valetta C.1,RAF,0.0,near Dishforth RAF St...,U.K.,A1,1955,0,1950,No Fatalities
7820,20-SEP-1955,Boeing Kc-97F Stratofreighter,USAF,0.0,"Bangor-Dow AFB, ME",USA,A1,1955,0,1950,No Fatalities
7821,21-SEP-1955,Canadair C-4 Argonaut,BOAC,15.0,Tripoli-Idris Ai...,Libya,A1,1955,1,1950,Medium Fatalities
7822,21-SEP-1955,Douglas C-47A (Dc-3),Air France,0.0,Bordeaux-MÃ©rign...,France,A1,1955,0,1950,No Fatalities
7823,21-SEP-1955,Boeing B-17F,LAB,6.146275647879436,La Paz-El Alto A...,Bolivia,A1,1955,1,1950,Low Fatalities
7824,24-SEP-1955,Douglas C-54A (Dc-4),Flying Tiger Line,3.0,"near Honolulu, HI, USA",Pacific Ocean,A1,1955,1,1950,Low Fatalities
7825,24-SEP-1955,Douglas Sc-47D,USAF,7.0,"near Burns, WY",USA,A1,1955,1,1950,Low Fatalities
7826,26-SEP-1955,Lockheed P2V-3W Neptune,US Navy,11.0,near Jamaica [Caribbean],Atlantic Ocean,A1,1955,1,1950,Medium Fatalities
7827,28-SEP-1955,Lisunov Li-2,"Aeroflot, Northern",7.0,"near Ozerevo, Borovic...",Russia,A1,1955,1,1950,Low Fatalities
7828,29-SEP-1955,Avro 685 York C.1,Associated Airways,1.0,"near Beaverlodge, SK",Canada,A1,1955,1,1950,Low Fatalities
7829,30-SEP-1955,Vickers Valetta C.1,RAF,0.0,Mukeiras Airport...,Yemen,A1,1955,0,1950,No Fatalities
7830,02-OCT-1955,Douglas C-54A (Dc-4),Faucett PerÃº,21.0,near ViÃ±ac,Peru,A1,1955,1,1950,Medium Fatalities
7831,03-OCT-1955,Vickers Valetta C.2,RAF,0.0,Nicosia Airport ...,Cyprus,A1,1955,0,1950,No Fatalities
7833,06-OCT-1955,Douglas Dc-4,United Airlines,66.0,Medicine Bow Pea...,USA,A1,1955,1,1950,High Fatalities
7834,10-OCT-1955,Convair Cv-340-58,JAT,7.0,near Wien-Schwechat I...,Austria,A1,1955,1,1950,Low Fatalities
7835,10-OCT-1955,Vickers 644 Viking 1B,Iraqi Airways,0.0,Baghdad Internat...,Iraq,A1,1955,0,1950,No Fatalities
7836,13-OCT-1955,Lockheed Neptune Mr.1,RAF,9.0,"near Barra, Outer Heb...",Atlantic Ocean,A1,1955,1,1950,Low Fatalities
7838,25-OCT-1955,Douglas C-47A (Dc-3),Maritime Central Airways,0.0,Hall Beach (DEW ...,Canada,U1,1955,0,1950,No Fatalities
7839,26-OCT-1955,Douglas C-47A (Dc-3),L.A. Unidas,0.0,near Texcoco,Mexico,A2,1955,0,1950,No Fatalities
7840,31-OCT-1955,Martin Pbm-5 Mariner,US Navy,8.0,ColÃ³n-Coco Solo...,Panama,A1,1955,1,1950,Low Fatalities
7841,01-NOV-1955,Douglas Dc-6B,United Airlines,44.0,"Longmont, CO",USA,C1,1955,1,1950,Medium Fatalities
7842,02-NOV-1955,Short Sunderland Mr.5,RAF,0.0,Wig Bay,U.K.,O1,1955,0,1950,No Fatalities
7843,04-NOV-1955,Douglas Vc-47D (Dc-3),USAF,4.0,"near Holyoke, MA",USA,A1,1955,1,1950,Low Fatalities
7844,05-NOV-1955,Douglas C-47A (Dc-3),Mexican Government,4.0,Lake Texcoco,Mexico,A2,1955,1,1950,Low Fatalities
7845,09-NOV-1955,Fairchild C-119G Flying Boxcar,USAF,1.0,"near Hickam AFB, Hawaii",Pacific Ocean,A1,1955,1,1950,Low Fatalities
7846,14-NOV-1955,Martin 2-0-2,Allegheny Airlines,0.0,Wilmington-Newca...,USA,A1,1955,0,1950,No Fatalities
7848,17-NOV-1955,Douglas C-54 (Dc-4),Peninsular Air Transport,28.0,near Seattle-Boeing F...,USA,A1,1955,1,1950,Medium Fatalities
7849,17-NOV-1955,Douglas Mc-54M (Dc-4),USAF,14.0,"near Las Vegas, NV",USA,A1,1955,1,1950,Medium Fatalities
7850,20-NOV-1955,Douglas C-124A Globemaster Ii,USAF,11.0,Iwo Jima Air Bas...,Japan,A1,1955,1,1950,Medium Fatalities
7851,21-NOV-1955,Douglas C-47D,USAF,4.0,near Akranes,Iceland,A1,1955,1,1950,Low Fatalities
7852,24-NOV-1955,Pbv-1A Canso (Pby-5A),RCAF,3.0,Johnstone Strait...,Canada,A1,1955,1,1950,Low Fatalities
7853,26-NOV-1955,Douglas C-47 (Dc-3),Indian AF,0.0,near Agra-Kheria Air ...,India,A1,1955,0,1950,No Fatalities
7854,30-NOV-1955,Fairchild C-119G Flying Boxcar,USAF,0.0,near Kagoshima,Japan,A1,1955,0,1950,No Fatalities
7855,01-DEC-1955,Douglas C-47B (Dc-3),Cruzeiro do Sul,6.0,"near BelÃ©m, PA",Brazil,A1,1955,1,1950,Low Fatalities
7856,02-DEC-1955,Casa 352 (Ju-52),Spanish AF,0.0,Montserrat,Spain,A1,1955,0,1950,No Fatalities
7857,03-DEC-1955,Bristol 170 Freighter 31M,RCAF,7.0,near Marville RCAF St...,France,A1,1955,1,1950,Low Fatalities
7858,06-DEC-1955,Fairchild C-119G Flying Boxcar,USAF,0.0,Spartanburg Down...,USA,A1,1955,0,1950,No Fatalities
7860,07-DEC-1955,Lockheed P2V-5 Neptune,US Navy,7.0,"near Kauai, HI",USA,A1,1955,1,1950,Low Fatalities
7861,09-DEC-1955,Lisunov Li-2,"Aeroflot, Far East",21.0,Tordoki Yani,Russia,A1,1955,1,1950,Medium Fatalities
7862,09-DEC-1955,Lisunov Li-2,"Aeroflot, Kazakstan",7.0,"near Omutinskoye, Tyu...",Russia,A1,1955,1,1950,Low Fatalities
7864,11-DEC-1955,Douglas C-54M (Dc-4),USAF,8.0,near Ketama,Morocco,A1,1955,1,1950,Low Fatalities
7865,12-DEC-1955,Douglas Tc-47A (Dc-3),USAF,6.146275647879436,unknown,Unknown country,A1,1955,1,1950,Low Fatalities
7866,15-DEC-1955,Douglas C-47A (Dc-3),Butler Air Transport,0.0,"near Bourke Airport, ...",Australia,A1,1955,0,1950,No Fatalities
7867,17-DEC-1955,Curtiss C-46F,Riddle Airlines,2.0,"near Hollywood, SC",USA,A1,1955,1,1950,Low Fatalities
7868,17-DEC-1955,Lockheed L-749A Constellation,Air AlgÃ©rie,0.0,Algiers-Maison B...,Algeria,A1,1955,0,1950,No Fatalities
7869,17-DEC-1955,Douglas C-47A (Dc-3),SAHSA,6.146275647879436,Nueva Ocotepeque,Honduras,U1,1955,1,1950,Low Fatalities
7871,20-DEC-1955,Casa 352 (Ju-52),Spanish AF,4.0,"near La Granja, Segovia",Spain,A1,1955,1,1950,Low Fatalities
7872,21-DEC-1955,Lockheed L-749A Constellation,Eastern Air Lines,17.0,near Jacksonville-Tho...,USA,A1,1955,1,1950,Medium Fatalities
7873,21-DEC-1955,Lisunov Li-2,"Aeroflot, Kazakstan",6.0,near Balkhash Lake,Kazakhstan,A1,1955,1,1950,Low Fatalities
7874,22-DEC-1955,Douglas C-47B (Dc-3),Manx Airlines,3.0,near DÃ¼sseldorf Airp...,Germany,A1,1955,1,1950,Low Fatalities
7875,22-DEC-1955,Consolidated Pby-5A Catalina,Spartan Air Services,1.0,"near Kyleakin, Scotland",U.K.,A1,1955,1,1950,Low Fatalities
7876,22-DEC-1955,Uc-1 Otter (Dhc-3),US Navy,0.0,"near Cape Bird, Ross ...",Antarctica,A1,1955,0,1950,No Fatalities
7877,22-DEC-1955,Avro Shackleton Mr.2,RAF,0.0,Langar,U.K.,O1,1955,0,1950,No Fatalities
7878,27-DEC-1955,Fairchild C-119C Flying Boxcar,USAF,0.0,Sparrevohn Air F...,USA,A1,1955,0,1950,No Fatalities
7879,29-DEC-1955,Lockheed 18 Lodestar,Gulf Oil Corporation,2.0,"near Londonderry, OH",USA,A1,1955,1,1950,Low Fatalities
7880,30-DEC-1955,Martin 2-0-2,Southwest Airlines,0.0,San Francisco In...,USA,O1,1955,0,1950,No Fatalities
7881,01-JAN-1956,Fairchild C-119 Flying Boxcar,USAF,0.0,near Tachikawa Air Base,Japan,A1,1956,0,1950,No Fatalities
7882,09-JAN-1956,Handley Page Marathon T.2,RAF,0.0,Thorney Island R...,U.K.,A1,1956,0,1950,No Fatalities
7883,11-JAN-1956,Nord 2501 Noratlas,French AF,6.0,near Blida,Algeria,A1,1956,1,1950,Low Fatalities
7884,12-JAN-1956,Douglas C-47 (Dc-3),Ansett-ANA,1.0,Frederick Henry ...,Australia,A1,1956,1,1950,Low Fatalities
7885,13-JAN-1956,Lockheed Neptune Mr.1,RAF,0.0,Malta-Luqa Airpo...,Malta,A1,1956,0,1950,No Fatalities
7886,17-JAN-1956,Douglas C-47B (Dc-3),Quebecair,4.0,"Oreway, QC",Canada,A1,1956,1,1950,Low Fatalities
7887,18-JAN-1956,Douglas C-47A (Dc-3),CSA,22.0,near Toryska,Slovakia,A1,1956,1,1950,Medium Fatalities
7888,20-JAN-1956,Vickers 701 Viscount,BEA,0.0,Blackbushe Airpo...,U.K.,A1,1956,0,1950,No Fatalities
7890,24-JAN-1956,Avro 685 York C.1,Maritime Central Airways,0.0,Kuujjuaq Airport...,Canada,A1,1956,0,1950,No Fatalities
7891,24-JAN-1956,Douglas C-47A (Dc-3),Air France,0.0,Nantes-Chateau B...,France,A1,1956,0,1950,No Fatalities
7892,25-JAN-1956,Nord 2501 Noratlas,French AF,5.0,near Mouzaia,Algeria,A1,1956,1,1950,Low Fatalities
7893,25-JAN-1956,Nord 2501 Noratlas,French AF,1.0,near Mouzaia,Algeria,A1,1956,1,1950,Low Fatalities
7894,26-JAN-1956,Spartan Ventura,Cities Service Co.,3.0,"near Smithtown, NY",USA,A1,1956,1,1950,Low Fatalities
7895,28-JAN-1956,Douglas C-47 (Dc-3),Air France,3.0,near Lyon-Bron Airpor...,France,A1,1956,1,1950,Low Fatalities
7896,02-FEB-1956,Casa 352 (Ju-52),Spanish AF,7.0,near Zaragoza,Spain,A1,1956,1,1950,Low Fatalities
7897,03-FEB-1956,Uc-1 Otter (Dhc-3),US Navy,0.0,Edward VII Penin...,Antarctica,A1,1956,0,1950,No Fatalities
7898,04-FEB-1956,Fairchild R4Q-2 Flying Boxcar (C-119F),USMC,2.0,"near Fort Lauderdale, FL",USA,A1,1956,1,1950,Low Fatalities
7900,08-FEB-1956,Lockheed P2V-2 Neptune,US Navy,0.0,Northern Venezuela,Venezuela,A1,1956,0,1950,No Fatalities
7901,09-FEB-1956,Douglas Sc-47D,USAF,1.0,Cheyenne Airport...,USA,A2,1956,1,1950,Low Fatalities
7902,10-FEB-1956,Uc-1 Otter (Dhc-3),US Navy,0.0,Little America V,Antarctica,O1,1956,0,1950,No Fatalities
7903,12-FEB-1956,Fairchild C-119C Flying Boxcar,USAF,0.0,ChÃ¢teauroux-DÃ©...,France,A1,1956,0,1950,No Fatalities
7904,12-FEB-1956,Douglas Dakota Iv (Dc-3),Hellenic AF,17.0,Mount Dirphys,Greece,A1,1956,1,1950,Medium Fatalities
7905,13-FEB-1956,Bristol 170 Freighter 31,Maritime Central Airways,3.0,near Frobisher Bay Ai...,Canada,A1,1956,1,1950,Low Fatalities
7906,14-FEB-1956,Douglas C-47 (Dc-3),Dorval Air Transport,2.0,"near Fort Chimo, QC",Canada,A1,1956,1,1950,Low Fatalities
7907,14-FEB-1956,U-1A Otter (Dhc-3),US Army,4.0,"Toronto, ON",Canada,A1,1956,1,1950,Low Fatalities
7908,16-FEB-1956,Douglas Dc-3,Saudi Arabian,0.0,Najran,Saudi Arabia,A1,1956,0,1950,No Fatalities
7909,17-FEB-1956,Douglas R5D-2 (Dc-4),US Navy,40.0,"near Niles, CA",USA,A1,1956,1,1950,Medium Fatalities
7910,17-FEB-1956,Martin 4-0-4,Eastern Air Lines,0.0,"near Owensboro, KY",USA,A1,1956,0,1950,No Fatalities
7911,17-FEB-1956,Vickers Valetta C.1,RAF,0.0,Saigon-Tan Son N...,Vietnam,A1,1956,0,1950,No Fatalities
7912,18-FEB-1956,Avro 685 York C.1,Scottish Airlines,50.0,near Malta-Luqa Airpo...,Malta,A1,1956,1,1950,Medium Fatalities
7913,18-FEB-1956,Douglas C-47B (Dc-3),Kuwait National Airways,6.146275647879436,Dukham,Saudi Arabia,U1,1956,1,1950,Low Fatalities
7914,20-FEB-1956,Douglas Dc-6B,TAI,52.0,near Cairo Internatio...,Egypt,A1,1956,1,1950,High Fatalities
7915,20-FEB-1956,Vickers 744 Viscount,Capital Airlines,0.0,Chicago-Midway A...,USA,A1,1956,0,1950,No Fatalities
7916,24-FEB-1956,Douglas C-47B (Dc-3),Syrian Airways,19.0,near Aleppo,Syria,A1,1956,1,1950,Medium Fatalities
7917,24-FEB-1956,Douglas C-47A (Dc-3),USAF,6.0,near Rascafria,Spain,A1,1956,1,1950,Low Fatalities
7918,25-FEB-1956,Douglas C-47B (Dc-3),PIA,3.0,Lash Golath Mt.,Pakistan,A1,1956,1,1950,Low Fatalities
7919,29-FEB-1956,Douglas C-54A (Dc-4),Argentine Navy,6.146275647879436,Ushuaia-Comandan...,Argentina,A1,1956,1,1950,Low Fatalities
7920,02-MAR-1956,Vickers Valetta C.1,RAF,7.0,Cameron Highlands,Malaysia,A1,1956,1,1950,Low Fatalities
7921,02-MAR-1956,Douglas C-124C Globemaster Ii,USAF,17.0,near Iceland,Atlantic Ocean,A1,1956,1,1950,Medium Fatalities
7922,04-MAR-1956,Handley Page Hp.81 Hermes Iv,Skyways,0.0,Nicosia Airport ...,Cyprus,C1,1956,0,1950,No Fatalities
7923,05-MAR-1956,Douglas C-47D (Dc-3),USAF,0.0,Mount Fuji,Japan,A1,1956,0,1950,No Fatalities
7925,12-MAR-1956,Grumman Sa-16A Albatross,USAF,6.0,"near Argentia NAS, NL...",Canada,A1,1956,1,1950,Low Fatalities
7926,16-MAR-1956,Vickers Varsity T.1,RAF,0.0,Thorney Island R...,U.K.,A1,1956,0,1950,No Fatalities
7927,17-MAR-1956,Douglas C-47 (Dc-3),French AF,8.0,Gao Airport (GAQ),Mali,A1,1956,1,1950,Low Fatalities
7928,18-MAR-1956,Curtiss C-46F,Flying Tiger Line,0.0,"Pelly Bay, NU",Canada,A1,1956,0,1950,No Fatalities
7929,18-MAR-1956,Dhc-3 Otter,RCAF,6.146275647879436,Knob Lake,Antarctica,A1,1956,1,1950,Low Fatalities
7930,19-MAR-1956,Canadair C-54Gm North Star,RCAF,0.0,Montreal-Dorval ...,Canada,O1,1956,0,1950,No Fatalities
7931,19-MAR-1956,Fairchild C-119G Flying Boxcar,RCAF,0.0,Montreal-Dorval ...,Canada,O1,1956,0,1950,No Fatalities
7932,19-MAR-1956,Douglas C-47A (Dc-3),Argentine AF,0.0,near Curuzu Cuatia Ai...,Argentina,A1,1956,0,1950,No Fatalities
7933,21-MAR-1956,Douglas C-47A (Dc-3),Indian Airlines,2.0,Tezpur-Salonibar...,India,A1,1956,1,1950,Low Fatalities
7934,28-MAR-1956,Douglas C-47B (Dc-3),Starways,1.0,Largs,U.K.,A1,1956,1,1950,Low Fatalities
7935,30-MAR-1956,Fairchild C-119G Flying Boxcar,USAF,0.0,Ashiya Air Base,Japan,A1,1956,0,1950,No Fatalities
7936,31-MAR-1956,Douglas C-47A (Dc-3),National Air Operators,3.0,Indapur,India,A1,1956,1,1950,Low Fatalities
7937,31-MAR-1956,Douglas C-47A (Dc-3),Thai AF,18.0,Korat,Thailand,A1,1956,1,1950,Medium Fatalities
7938,01-APR-1956,Martin 4-0-4,TWA,22.0,near Pittsburgh-Great...,USA,A1,1956,1,1950,Medium Fatalities
7939,02-APR-1956,Boeing 377 Stratocruiser,Northwest Orient Airlines,5.0,near Seattle/Tacoma I...,USA,A1,1956,1,1950,Low Fatalities
7940,03-APR-1956,Curtiss C-46F,TransAir,0.0,Hall Beach Airpo...,Canada,A1,1956,0,1950,No Fatalities
7941,03-APR-1956,Fairchild C-119G Flying Boxcar,USAF,5.0,near Saijo,Japan,A1,1956,1,1950,Low Fatalities
7942,05-APR-1956,Douglas C-47A (Dc-3),REAL,0.0,SÃ£o Paulo-Congo...,Brazil,A2,1956,0,1950,No Fatalities
7943,07-APR-1956,Douglas C-124C Globemaster Ii,USAF,3.0,near Fairfield-Travis...,USA,A1,1956,1,1950,Low Fatalities
7944,09-APR-1956,Handley Page Hastings C.2,RAF,0.0,Ataq Airport (AXK),Yemen,A1,1956,0,1950,No Fatalities
7945,10-APR-1956,U-1A Otter (Dhc-3),RCAF,3.0,near Goose Bay Airpor...,Canada,A1,1956,1,1950,Low Fatalities
7946,18-APR-1956,Pb2B-1 Canso A (Pby-5A),Panair do Brasil,3.0,"Parintins, AM",Brazil,A1,1956,1,1950,Low Fatalities
7947,18-APR-1956,Grumman Sa-16A Albatross,USAF,6.146275647879436,near Wheelus Air Base...,Libya,A1,1956,1,1950,Low Fatalities
7948,22-APR-1956,Avro 685 York C.1,BOAC,6.146275647879436,Idris,Libya,O1,1956,1,1950,Low Fatalities
7949,22-APR-1956,Ilyushin Il-14,"Aeroflot, Moscow",6.0,near Sukhumi Airport ...,Georgia,A1,1956,1,1950,Low Fatalities
7950,25-APR-1956,Boeing Kc-97,USAF,8.0,"near Woodbine, KS",USA,A1,1956,1,1950,Low Fatalities
7951,26-APR-1956,Ilyushin Il-12 ?,Aeroflot,3.0,Berlin-Bohnsdorf,Germany,A1,1956,1,1950,Low Fatalities
7952,30-APR-1956,Avro 685 York C.1,Scottish Airlines,2.0,London-Stansted ...,U.K.,A1,1956,1,1950,Low Fatalities
7953,04-MAY-1956,Vickers 610 Viking 1B,Argentine AF,3.0,"Villa Tesei, BA",Argentina,A1,1956,1,1950,Low Fatalities
7954,07-MAY-1956,Douglas C-47A (Dc-3),VASP,0.0,SÃ£o Paulo-Congo...,Brazil,O1,1956,0,1950,No Fatalities
7955,11-MAY-1956,Fairchild R4Q-1 Flying Boxcar (C-119C),USMC,6.146275647879436,unknown,Unknown country,A1,1956,1,1950,Low Fatalities
7956,15-MAY-1956,Douglas C-47A (Dc-3),Indian Airlines,6.146275647879436,Kathmandu-Tribhu...,Nepal,A1,1956,1,1950,Low Fatalities
7957,15-MAY-1956,Lockheed Ventura,Crane Co.,8.0,"near Jeffersonville, IN",USA,A1,1956,1,1950,Low Fatalities
7958,18-MAY-1956,Douglas C-47A (Dc-3),Indian Airlines,0.0,Ahmedabad Airpor...,India,A1,1956,0,1950,No Fatalities
7959,24-MAY-1956,Douglas C-47 (Dc-3),Aviateca,30.0,Sierra de Las Minas,Guatemala,A1,1956,1,1950,Medium Fatalities
7960,30-MAY-1956,Bristol 170 Freighter 31,Pacific Western,0.0,Beaverlodge Lake...,Canada,A1,1956,0,1950,No Fatalities
7961,15-JUN-1956,Bristol 170 Freighter 31E,Air Laos,6.146275647879436,Vientiane-Wattay...,Laos,A1,1956,1,1950,Low Fatalities
7962,15-JUN-1956,Vickers Valetta C.1,RAF,9.0,near Ipoh,Malaysia,A1,1956,1,1950,Low Fatalities
7963,16-JUN-1956,Douglas C-124A Globemaster Ii,USAF,0.0,Enewetak Island ...,Marshall Isl.,A1,1956,0,1950,No Fatalities
7964,18-JUN-1956,Bristol 170 Freighter 31,TransAir,0.0,"Hudson Bay, SK",Canada,A1,1956,0,1950,No Fatalities
7965,18-JUN-1956,Douglas C-47B (Dc-3),French AF,6.146275647879436,near Jijel,Algeria,A1,1956,1,1950,Low Fatalities
7966,19-JUN-1956,Ford 4-At-E Tri-Motor,Johnson Flying Service,0.0,"near Townsend, MT",USA,A1,1956,0,1950,No Fatalities
7967,20-JUN-1956,Lockheed L-1049E-55 Super Constellation,LAV,74.0,"near New York, NY",Atlantic Ocean,A1,1956,1,1950,High Fatalities
7968,24-JUN-1956,Canadair C-4 Argonaut,BOAC,32.0,near Kano Internation...,Nigeria,A1,1956,1,1950,Medium Fatalities
