,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
7557,31-MAY-1954,Douglas C-47A (Dc-3),T.A. Nacionales,19.0,Serra do CipÃ³ M...,Brazil,A1,1954,1,1950,Medium Fatalities
7558,31-MAY-1954,Douglas C-47A (Dc-3),USAF,11.0,Duluth-Williamso...,USA,A1,1954,1,1950,Medium Fatalities
7559,03-JUN-1954,Douglas C-47A (Dc-3),Sabena,1.0,near Maribor,Slovenia,C2,1954,1,1950,Low Fatalities
7560,04-JUN-1954,Curtiss C-46A,Varig,3.0,SÃ£o Paulo-Congo...,Brazil,A1,1954,1,1950,Low Fatalities
7561,04-JUN-1954,Fairchild C-119 Flying Boxcar (R4Q),USMC,5.0,near SE coast,South Korea,A1,1954,1,1950,Low Fatalities
7562,05-JUN-1954,Douglas C-47B (Dc-3),RAAF,0.0,near Iwakuni MCAS,Japan,A1,1954,0,1950,No Fatalities
7563,08-JUN-1954,Douglas C-47 (Dc-3),SociÃ©tÃ© des Transports AÃ©riens dâExtrÃªme-Orient,4.0,Da Nang,Vietnam,A1,1954,1,1950,Low Fatalities
7564,15-JUN-1954,Douglas C-54G (Dc-4),Great Lakes Airlines,0.0,"Gage Airport, OK...",USA,A1,1954,0,1950,No Fatalities
7565,15-JUN-1954,Douglas C-47A (Dc-3),Delta Air Lines,0.0,"Atlanta, GA",USA,A1,1954,0,1950,No Fatalities
7566,19-JUN-1954,Convair Cv-240-4,Swissair,3.0,near Folkestone,U.K.,A1,1954,1,1950,Low Fatalities
7567,19-JUN-1954,Douglas C-47 (Dc-3),Mexican AF,22.0,near Ixtlahuaca,Mexico,A1,1954,1,1950,Medium Fatalities
7568,20-JUN-1954,Fairchild C-119C Flying Boxcar,USAF,0.0,near Sint-Truiden,Belgium,A1,1954,0,1950,No Fatalities
7569,21-JUN-1954,Douglas Dakota Iv (Dc-3),RAF,7.0,near Nairobi,Kenya,A1,1954,1,1950,Low Fatalities
7570,21-JUN-1954,Short Sunderland Mr.5,RAF,0.0,near Christmas Island,Christmas Isl.,A1,1954,0,1950,No Fatalities
7571,23-JUN-1954,Lisunov Li-2,MAP Omsk Aviation Plant,4.0,near Verkhnyaya Salda...,Russia,A1,1954,1,1950,Low Fatalities
7572,25-JUN-1954,Douglas C-124C Globemaster Ii,USAF,0.0,Moses Lake-Larso...,USA,A1,1954,0,1950,No Fatalities
7573,25-JUN-1954,Douglas C-47A (Dc-3),Union of Burma Airways,0.0,near Pathein,Myanmar,H2,1954,0,1950,No Fatalities
7574,26-JUN-1954,Avro 685 York C.1,Skyways,3.0,Kyritz,Germany,A1,1954,1,1950,Low Fatalities
7575,27-JUN-1954,Convair Cv-240-0,American Airlines,0.0,Columbus-Port Co...,USA,A2,1954,0,1950,No Fatalities
7576,27-JUN-1954,Boeing Kc-97G Stratofreighter,USAF,14.0,near Riverside-March ...,USA,A1,1954,1,1950,Medium Fatalities
7577,02-JUL-1954,Douglas C-124C Globemaster Ii,USAF,0.0,Hopkinsville-Cam...,USA,A1,1954,0,1950,No Fatalities
7579,06-JUL-1954,Douglas Dc-6B,American Airlines,1.0,"Cleveland, OH",USA,H2,1954,1,1950,Low Fatalities
7580,18-JUL-1954,Short Sunderland Mr.5,RAF,0.0,near Cheung Chau Island,Hong Kong,A1,1954,0,1950,No Fatalities
7581,23-JUL-1954,Douglas C-54A (Dc-4),Cathay Pacific,10.0,near Hainan Island,China,C1,1954,1,1950,Low Fatalities
7583,29-JUL-1954,Fiat G.212Cp,Arabian Desert Airlines,0.0,Kuwait Internati...,Kuwait,A1,1954,0,1950,No Fatalities
7584,30-JUL-1954,Grumman Sa-16A Albatross,USAF,6.146275647879436,"Saint Anthony, NL",Canada,A1,1954,1,1950,Low Fatalities
7585,31-JUL-1954,Ford 4-At-B Tri-Motor,Travelair Taxi,0.0,Kelleys Island L...,USA,A1,1954,0,1950,No Fatalities
7586,03-AUG-1954,Lockheed L-1049C Super Constellation,Air France,0.0,"Preston City, CT",USA,A1,1954,0,1950,No Fatalities
7587,04-AUG-1954,Vickers Valetta C.1,RAF,0.0,Bahrain-Muhurraq...,Bahrain,A1,1954,0,1950,No Fatalities
7588,08-AUG-1954,Douglas C-47A (Dc-3),Alaska Airlines,2.0,"near McGrath, AK",USA,A1,1954,1,1950,Low Fatalities
7589,09-AUG-1954,Lockheed L-749A-79 Constellation,Avianca,30.0,near Terceira-Lajes A...,Portugal,A1,1954,1,1950,Medium Fatalities
7591,15-AUG-1954,Vickers 627 Viking 1B,Airwork,0.0,Blackbushe,U.K.,A1,1954,0,1950,No Fatalities
7592,16-AUG-1954,Bristol 170 Freighter 21E,Air Vietnam,47.0,near Pakse,Laos,A1,1954,1,1950,Medium Fatalities
7593,22-AUG-1954,Douglas C-47 (Dc-3),Braniff Airways,12.0,"near Mason City, IA",USA,A1,1954,1,1950,Medium Fatalities
7594,23-AUG-1954,Douglas Dc-6B,KLM,21.0,"North Sea, 37km ...",Netherlands,A1,1954,1,1950,Medium Fatalities
7595,24-AUG-1954,Douglas C-47A (Dc-3),RAAF,1.0,"Forrest Hill, VIC",Australia,A1,1954,1,1950,Low Fatalities
7596,25-AUG-1954,Lockheed L-749 Constellation,Air France,0.0,"Gander Airport, ...",Canada,A1,1954,0,1950,No Fatalities
7598,26-AUG-1954,Lisunov Li-2,"Aeroflot, Far East",26.0,near Yuzhno-Sakhalinsk,Russia,A1,1954,1,1950,Medium Fatalities
7599,29-AUG-1954,Casa 352 (Ju-52),Spanish AF,4.0,Santa Cruz de Ll...,Spain,A1,1954,1,1950,Low Fatalities
7600,30-AUG-1954,Sncaso So.30P Bretagne,Aigle Azur,6.146275647879436,Hanoi,Vietnam,A1,1954,1,1950,Low Fatalities
7601,03-SEP-1954,Douglas C-47D (Dc-3),USAF,6.146275647879436,near Thule Air Base (...,Greenland,A1,1954,1,1950,Low Fatalities
7602,03-SEP-1954,Lockheed Yp2V-7 Neptune,US Navy,2.0,"near Oxnard Airport, CA",USA,A1,1954,1,1950,Low Fatalities
7603,04-SEP-1954,Douglas C-47B (Dc-3),Air Outre-Mer,0.0,Hanoi-Gia Lam Ai...,Vietnam,A1,1954,0,1950,No Fatalities
7604,04-SEP-1954,Lockheed P2V-5 Neptune,US Navy,1.0,"near Cape Ostrovnoi, ...",Pacific Ocean,C1,1954,1,1950,Low Fatalities
7605,05-SEP-1954,Lockheed L-1049C-55-81 Super Constellation,KLM,28.0,near Shannon Airport ...,Ireland,A1,1954,1,1950,Medium Fatalities
7606,12-SEP-1954,Douglas C-47A (Dc-3),Cruzeiro do Sul,6.0,near Rio de Janeiro-S...,Brazil,A1,1954,1,1950,Low Fatalities
7607,12-SEP-1954,Douglas C-124C Globemaster Ii,USAF,10.0,near Thule Air Base (...,Greenland,A1,1954,1,1950,Low Fatalities
7608,14-SEP-1954,Lockheed 414-08 Hudson Iva,John Fairfax & Sons,3.0,"Barrington Tops,...",Australia,A1,1954,1,1950,Low Fatalities
7609,15-SEP-1954,Short Sunderland Mr.5,RAF,0.0,"St. Peter Port, ...",U.K.,A1,1954,0,1950,No Fatalities
7610,15-SEP-1954,Vickers 634 Viking 1B,Misrair,3.0,Cairo-Almaza Air...,Egypt,A1,1954,1,1950,Low Fatalities
7611,16-SEP-1954,Amiot Aac.1 (Ju-52),French AF,8.0,near Mouzaia,Algeria,A1,1954,1,1950,Low Fatalities
7612,20-SEP-1954,Curtiss C-46D,USAF,0.0,"near Newhall, CA",USA,A1,1954,0,1950,No Fatalities
7613,21-SEP-1954,Consolidated Pby-5A Catalina,Dominican Air Force,0.0,near Isla Catalina,Dominican Rep.,A1,1954,0,1950,No Fatalities
7614,21-SEP-1954,Fairchild C-82A Packet,USAF,1.0,"near Fawnskin, CA",USA,A1,1954,1,1950,Low Fatalities
7615,22-SEP-1954,Avro 685 York C.1,Scottish Airlines,0.0,London-Stansted ...,U.K.,A1,1954,0,1950,No Fatalities
7617,27-SEP-1954,Ilyushin Il-12P,"Aeroflot, West Siberia",29.0,near Novosibirsk-Seve...,Russia,A1,1954,1,1950,Medium Fatalities
7618,28-SEP-1954,Martin P5M-1 Marlin,US Navy,12.0,Sangley Point Na...,Philippines,A1,1954,1,1950,Medium Fatalities
7619,29-SEP-1954,Douglas C-47D (Dc-3),USAF,6.146275647879436,Nagoya-Komaki Ai...,Japan,A1,1954,1,1950,Low Fatalities
7620,29-SEP-1954,Consolidated C-10A Catalina (Pby-5A),Brazilian AF,2.0,"BelÃ©m, PA",Brazil,A1,1954,1,1950,Low Fatalities
7621,30-SEP-1954,Handley Page Marathon T.2,RAF,5.0,near Calne,U.K.,A1,1954,1,1950,Low Fatalities
7622,06-OCT-1954,Fairchild C-119G Flying Boxcar,USAF,2.0,near Fayetteville-Pop...,USA,A1,1954,1,1950,Low Fatalities
7623,08-OCT-1954,Douglas C-47A (Dc-3),Aviateca,0.0,Guatemala City,Guatemala,A1,1954,0,1950,No Fatalities
7624,11-OCT-1954,Douglas C-47B (Dc-3),Thai AF,4.0,Bangkok Internat...,Thailand,A1,1954,1,1950,Low Fatalities
7625,13-OCT-1954,Douglas C-47 (Dc-3),Orient Airways,0.0,near Skardu,Pakistan,A1,1954,0,1950,No Fatalities
7626,14-OCT-1954,Grumman Sa-16 Albatross,USAF,0.0,Goose Bay Air Ba...,Canada,O1,1954,0,1950,No Fatalities
7628,16-OCT-1954,Convair Cv-240-6,Aerolineas Argentinas,0.0,near Capilla del Senor,Argentina,A1,1954,0,1950,No Fatalities
7629,20-OCT-1954,Douglas C-47A (Dc-3),Civil Air Transport,6.0,near Hua Hin,Thailand,A1,1954,1,1950,Low Fatalities
7630,20-OCT-1954,Fairchild C-119C Flying Boxcar,USAF,6.146275647879436,near Daegu (K-2) Air ...,South Korea,A1,1954,1,1950,Low Fatalities
7631,21-OCT-1954,Douglas R4D-1 (Dc-3),Cruzeiro do Sul,0.0,Rio de Janeiro-S...,Brazil,A1,1954,0,1950,No Fatalities
7632,24-OCT-1954,Douglas C-47A (Dc-3),USAF,21.0,"near Limone Piemonte,...",Italy,A1,1954,1,1950,Medium Fatalities
7633,25-OCT-1954,Vickers Varsity T.1,RAF,0.0,"near Barnaby, Notting...",U.K.,A1,1954,0,1950,No Fatalities
7634,25-OCT-1954,Short Sunderland Mr.5,RAF,4.0,Tranigigvaag Fjo...,Denmark,A1,1954,1,1950,Low Fatalities
7635,26-OCT-1954,Avro Shackleton Mr.1,RAF,0.0,Ballykelly-RAF S...,U.K.,A1,1954,0,1950,No Fatalities
7636,28-OCT-1954,Ilyushin Il-12,"Aeroflot, Moscow",19.0,"Mount Sivukha, K...",Russia,A1,1954,1,1950,Medium Fatalities
7637,30-OCT-1954,Lockheed R7V-1 Super Constellation,US Navy,42.0,"near Maryland, USA",Atlantic Ocean,A1,1954,1,1950,Medium Fatalities
7638,31-OCT-1954,Vickers 720 Viscount,TAA,3.0,Mangalore Airpor...,Australia,A1,1954,1,1950,Low Fatalities
7639,01-NOV-1954,Casa 352 (Ju-52),Spanish AF,11.0,near Ronda,Spain,A1,1954,1,1950,Medium Fatalities
7640,05-NOV-1954,Lockheed 18 Lodestar,private,1.0,"near Glastonbury, CT",USA,A1,1954,1,1950,Low Fatalities
7641,12-NOV-1954,Lisunov Li-2,"Aeroflot, Northern",6.0,Sverdlovsk-Kolts...,Russia,A1,1954,1,1950,Low Fatalities
7642,15-NOV-1954,Douglas C-54A (Dc-4),ANA,0.0,Brisbane-Eagle F...,Australia,A2,1954,0,1950,No Fatalities
7643,16-NOV-1954,Douglas Dc-3,TAM Peru,24.0,near Jirishanga,Peru,A1,1954,1,1950,Medium Fatalities
7644,20-NOV-1954,Lockheed Ventura,Plymouth Oil Co.,5.0,"near Waynesboro, VA",USA,A1,1954,1,1950,Low Fatalities
7645,25-NOV-1954,Douglas C-47A (Dc-3),Garuda,0.0,Jambi Airport (DJB),Indonesia,A1,1954,0,1950,No Fatalities
7646,25-NOV-1954,Nord 2501 Noratlas,French AF,2.0,near Eschau,France,A1,1954,1,1950,Low Fatalities
7647,27-NOV-1954,Short S.25 Sunderland 5,Aquila Airways,0.0,Hamble,U.K.,O1,1954,0,1950,No Fatalities
7649,30-NOV-1954,Douglas Dc-3A,Northeast Airlines,2.0,"near Berlin Airport, ...",USA,A1,1954,1,1950,Low Fatalities
7650,02-DEC-1954,Douglas Dc-2-118B,private,0.0,Villa Harding Gr...,Argentina,A1,1954,0,1950,No Fatalities
7651,04-DEC-1954,Douglas C-47A (Dc-3),"Aigle Azur, op.for Air Laos",28.0,near Luang Prabang,Laos,A1,1954,1,1950,Medium Fatalities
7652,05-DEC-1954,Ilyushin Il-12P,"Aeroflot, Kazakstan",1.0,near Alma-Ata,Kazakhstan,A1,1954,1,1950,Low Fatalities
7653,06-DEC-1954,Douglas Dc-3-322,Oklahoma Pipe Line Construction,6.146275647879436,Calgary Municipa...,Canada,O1,1954,1,1950,Low Fatalities
7654,06-DEC-1954,Fairchild C-119G Flying Boxcar,USAF,0.0,near Ashiya Air Base,Japan,A1,1954,0,1950,No Fatalities
7655,08-DEC-1954,Grumman G-73 Mallard,Robertson & O'Connell,0.0,St. John's Airpo...,Canada,O1,1954,0,1950,No Fatalities
7656,08-DEC-1954,Douglas C-47 (Dc-3),Hellenic AF,19.0,Elefsis Air Base,Greece,A1,1954,1,1950,Medium Fatalities
7657,09-DEC-1954,Lockheed Wv-2 Super Constellation,US Navy,0.0,"Johnsville NAS, PA",USA,A1,1954,0,1950,No Fatalities
7658,10-DEC-1954,Douglas C-47A (Dc-3),LAV,0.0,Guasdualito Airp...,Venezuela,A2,1954,0,1950,No Fatalities
7659,12-DEC-1954,Douglas C-47A (Dc-3),CSA,4.0,near Bratislava-Ivank...,Slovakia,A1,1954,1,1950,Low Fatalities
7660,14-DEC-1954,Grumman Uf-1G Albatross,US Coast Guard,4.0,Haines Municipal...,USA,A1,1954,1,1950,Low Fatalities
7661,17-DEC-1954,Lockheed L-1049E Super Constellation,TCAL,0.0,"Brampton, ON",Canada,A1,1954,0,1950,No Fatalities
7662,17-DEC-1954,Lockheed B-34 Lexington,Miller Brewing Company,4.0,near Milwaukee-Genera...,USA,A1,1954,1,1950,Low Fatalities
7663,18-DEC-1954,Douglas Dc-6B,LAI,26.0,near New York-Idlewil...,USA,A1,1954,1,1950,Medium Fatalities
7664,18-DEC-1954,Douglas C-47A (Dc-3),LAV,2.0,near Ciudad Bolivar,Venezuela,A1,1954,1,1950,Low Fatalities
7665,18-DEC-1954,Lockheed 18 Lodestar,Sangamo Electric Company,2.0,"near White Plains, NY",USA,A1,1954,1,1950,Low Fatalities
7667,22-DEC-1954,Douglas C-47A (Dc-3),Johnson Flying Service,10.0,near Pittsburgh-Alleg...,USA,A2,1954,1,1950,Low Fatalities
7668,23-DEC-1954,Lisunov Li-2P,Malev,0.0,near PolnÃ¡,Czech Rep.,A1,1954,0,1950,No Fatalities
7669,23-DEC-1954,Lisunov Li-2P,Malev,0.0,near Bratronov,Czech Rep.,A1,1954,0,1950,No Fatalities
7670,25-DEC-1954,Boeing 377 Stratocruiser,BOAC,28.0,near Glasgow-Prestwic...,U.K.,A1,1954,1,1950,Medium Fatalities
7671,26-DEC-1954,Lockheed 18 Lodestar,Chelsea Holdings,0.0,"St. Eugene, ON",Canada,O1,1954,0,1950,No Fatalities
7672,29-DEC-1954,Kaiser-Fraser C-119G Flying Boxcar,USAF,9.0,"near Huntsville, AL",USA,A1,1954,1,1950,Low Fatalities
7673,29-DEC-1954,Curtiss C-46,LIDCA,0.0,near Barranquilla-Sol...,Colombia,A1,1954,0,1950,No Fatalities
7674,31-DEC-1954,Ilyushin Il-14 ?,Aeroflot,17.0,Irkutsk Airport ...,Russia,A1,1954,1,1950,Medium Fatalities
7675,??-???-1954,Douglas R4D-5 (Dc-3),Polyarnaya Aviatsiya,0.0,Polar Station SP-3,Arctic Ocean,A1,1954,0,1950,No Fatalities
7677,10-JAN-1955,Lockheed 18 Lodestar,National Airlines,0.0,St. Petersburg A...,USA,A1,1955,0,1950,No Fatalities
7678,11-JAN-1955,Avro Shackleton Mr.2,RAF,9.0,"near Fastnet Rock, Ir...",Atlantic Ocean,A1,1955,1,1950,Low Fatalities
7679,11-JAN-1955,Avro Shackleton Mr.2,RAF,9.0,"near Fastnet Rock, Ir...",Atlantic Ocean,A1,1955,1,1950,Low Fatalities
7680,11-JAN-1955,Fairchild C-119G Flying Boxcar,USAF,2.0,near Smyrna-Sewart AF...,USA,A1,1955,1,1950,Low Fatalities
7681,12-JAN-1955,Martin 2-0-2A,TWA,13.0,near Cincinnati/North...,USA,A1,1955,1,1950,Medium Fatalities
7682,12-JAN-1955,Douglas C-47 (Dc-3),Castleton Inc,2.0,near Cincinnati/North...,USA,A1,1955,1,1950,Low Fatalities
7683,13-JAN-1955,Lisunov Li-2,"Aeroflot, Moscow",5.0,near Moskva-Bykovo Ai...,Russia,A1,1955,1,1950,Low Fatalities
7684,15-JAN-1955,Vickers 701 Viscount,BEA,0.0,London Airport (...,U.K.,A2,1955,0,1950,No Fatalities
7685,15-JAN-1955,Grumman G-73 Mallard,Hydro-Electric Power Comm. of Ontario,0.0,"near London Airport, ...",Canada,A1,1955,0,1950,No Fatalities
7686,17-JAN-1955,Lockheed C-121J Super Constellation,US Navy,13.0,"near Stephenville, NL...",Atlantic Ocean,A1,1955,1,1950,Medium Fatalities
7687,18-JAN-1955,Grumman Sa-16A Albatross,USAF,3.0,"near JardÃ­n, Antioquia",Colombia,A1,1955,1,1950,Low Fatalities
7688,19-JAN-1955,Convair Cv-340-13,United Airlines,0.0,"near Dexter, IA",USA,A2,1955,0,1950,No Fatalities
7689,21-JAN-1955,Douglas C-47A (Dc-3),Indian Airlines,3.0,near Gauhati-Borjhar ...,India,A1,1955,1,1950,Low Fatalities
7690,22-JAN-1955,Curtiss C-46F,Resort Airlines,0.0,near Chattanooga-Love...,USA,A1,1955,0,1950,No Fatalities
7691,23-JAN-1955,Lisunov Li-2T,"Aeroflot, Ukraine",3.0,"near Lipovets, Kagarl...",Ukraine,A1,1955,1,1950,Low Fatalities
7692,26-JAN-1955,Douglas C-54G (Dc-4),USAF,0.0,near Ocean Weather St...,Atlantic Ocean,A1,1955,0,1950,No Fatalities
7693,27-JAN-1955,Douglas C-47A (Dc-3),USAF,6.146275647879436,Niigata Air Base...,Japan,A1,1955,1,1950,Low Fatalities
7694,01-FEB-1955,Consolidated Pby-5 Catalina,Agencia Interamericana,5.0,La Pedrera Airpo...,Colombia,A1,1955,1,1950,Low Fatalities
7695,02-FEB-1955,Douglas C-47A (Dc-3),Indian Airlines,10.0,Nagpur,India,A1,1955,1,1950,Low Fatalities
7696,05-FEB-1955,Bristol 170 Freighter 21E,West African Airways,13.0,near Calabar,Nigeria,A1,1955,1,1950,Medium Fatalities
7697,13-FEB-1955,Douglas Dc-6,Sabena,29.0,Monte Terminillo,Italy,A1,1955,1,1950,Medium Fatalities
7699,17-FEB-1955,Lockheed P2V-5 Neptune,US Navy,9.0,near Anchorage-Elmend...,USA,A1,1955,1,1950,Low Fatalities
7700,19-FEB-1955,Martin 4-0-4,TWA,16.0,near Albuquerque Muni...,USA,A1,1955,1,1950,Medium Fatalities
7701,21-FEB-1955,Consolidated Liberator C Mk Vi,ALA,0.0,Santiago-Los Cer...,Chile,A1,1955,0,1950,No Fatalities
7702,23-FEB-1955,Douglas C-47B (Dc-3),Central African Airways,1.0,Salisbury-Belved...,Zimbabwe,A1,1955,1,1950,Low Fatalities
7703,25-FEB-1955,Curtiss C-46,Republic of China AF,12.0,near Kinmen,Taiwan,A1,1955,1,1950,Medium Fatalities
7704,01-MAR-1955,Fairchild C-119G Flying Boxcar,USAF,3.0,near Ashiya Air Base,Japan,A1,1955,1,1950,Low Fatalities
7705,02-MAR-1955,Handley Page Hastings C.2,RAF,2.0,Boscombe Down RA...,U.K.,A1,1955,1,1950,Low Fatalities
7706,03-MAR-1955,Fairchild C-119G Flying Boxcar,USAF,0.0,Hagerstown-Wash....,USA,A1,1955,0,1950,No Fatalities
7707,03-MAR-1955,Douglas C-118A (Dc-6),USAF,0.0,KeflavÃ­k Intern...,Iceland,A1,1955,0,1950,No Fatalities
7708,04-MAR-1955,Ilyushin Il-12,"GUSMP, Directorate of Polar Aviation",4.0,"near Kepino, Arkhange...",Russia,A1,1955,1,1950,Low Fatalities
7709,06-MAR-1955,Douglas Dc-3A,REAL,5.0,Vitoria da Conqu...,Brazil,A1,1955,1,1950,Low Fatalities
7710,06-MAR-1955,Douglas C-54D (Dc-4),USAF,14.0,near Taitung,Taiwan,A1,1955,1,1950,Medium Fatalities
7711,06-MAR-1955,Douglas C-47D (Dc-3),USAF,6.146275647879436,"Clinton, IA",USA,A1,1955,1,1950,Low Fatalities
7712,07-MAR-1955,Lockheed 18 Lodestar,private,6.0,near Ciudad de Valles,Mexico,A1,1955,1,1950,Low Fatalities
7713,08-MAR-1955,Douglas Dc-3A-228D,Mexicana,26.0,near Talpa de Allende...,Mexico,A1,1955,1,1950,Medium Fatalities
7714,08-MAR-1955,Fairchild C-119B Flying Boxcar,USAF,0.0,Pittsburgh-Great...,USA,A1,1955,0,1950,No Fatalities
7715,09-MAR-1955,Douglas C-47A (Dc-3),Avianca,8.0,Cerro Trujillo,Colombia,A1,1955,1,1950,Low Fatalities
7716,10-MAR-1955,Fairchild C-119G Flying Boxcar,USAF,0.0,"near Cullman, AL",USA,A1,1955,0,1950,No Fatalities
7717,10-MAR-1955,Casa 352 (Ju-52),Spanish AF,1.0,Jerez De La Fron...,Spain,A1,1955,1,1950,Low Fatalities
7718,14-MAR-1955,Douglas C-47A (Dc-3),Air Laos,0.0,near Phonesavanh Airport,Laos,A1,1955,0,1950,No Fatalities
7719,15-MAR-1955,Douglas C-53D-Do (Dc-3),Italian AF,0.0,near Nairobi,Kenya,A1,1955,0,1950,No Fatalities
7720,17-MAR-1955,Vickers 616 Viking 1B,Central African Airways,0.0,Salisbury-Belvedere,Zimbabwe,A1,1955,0,1950,No Fatalities
7721,17-MAR-1955,Amiot Aac.1 (Ju-52),French Police,6.146275647879436,Gonesse,France,A1,1955,1,1950,Low Fatalities
7722,18-MAR-1955,Douglas C-47A (Dc-3),Air France,9.0,Beauvais-TillÃ© ...,France,A1,1955,1,1950,Low Fatalities
7723,20-MAR-1955,Convair Cv-240-0,American Airlines,13.0,near Springfield Muni...,USA,A1,1955,1,1950,Medium Fatalities
7724,22-MAR-1955,Douglas R6D-1 (Dc-6),US Navy,66.0,"near Honolulu, HI",USA,A1,1955,1,1950,High Fatalities
7725,26-MAR-1955,Boeing 377 Stratocruiser,Pan Am,4.0,"near Oregon, USA",Pacific Ocean,A1,1955,1,1950,Low Fatalities
7726,28-MAR-1955,Vickers Varsity T.1,RAF,0.0,near Colyton,U.K.,A1,1955,0,1950,No Fatalities
7727,29-MAR-1955,Douglas C-47A (Dc-3),Airways (India),0.0,Khowai Airport (...,India,A1,1955,0,1950,No Fatalities
7728,29-MAR-1955,Avro 691 Lancastrian C.2,RAF,4.0,Hucknall Airport,U.K.,A1,1955,1,1950,Low Fatalities
7729,01-APR-1955,Fairchild C-119C Flying Boxcar,USAF,0.0,"near Lapine, AL",USA,A1,1955,0,1950,No Fatalities
7730,02-APR-1955,Vickers Valetta C.1,RAF,0.0,Lahad Datu Airpo...,Malaysia,A1,1955,0,1950,No Fatalities
7731,02-APR-1955,Curtiss C-46A,Aaxico Airlines,2.0,"near Pensacola, FL",USA,A1,1955,1,1950,Low Fatalities
7732,02-APR-1955,Lisunov Li-2,"GUSMP, Directorate of Polar Aviation",0.0,near Mys Zhelaniya,Russia,A1,1955,0,1950,No Fatalities
7733,03-APR-1955,Curtiss C-46A,Comp. ItaÃº de Transportes AÃ©reos,3.0,near VitÃ³ria-Goiabei...,Brazil,A1,1955,1,1950,Low Fatalities
7734,04-APR-1955,Douglas Dc-6,United Airlines,3.0,Islip-MacArthur ...,USA,A1,1955,1,1950,Low Fatalities
7735,08-APR-1955,Airspeed As.57 Ambassador 2,BEA,0.0,near DÃ¼sseldorf Airp...,Germany,A1,1955,0,1950,No Fatalities
7736,09-APR-1955,Martin P5M-1 Marlin,US Navy,4.0,Norfolk NAS Cham...,USA,A1,1955,1,1950,Low Fatalities
7737,11-APR-1955,Avro 685 York C.1,Associated Airways,0.0,Yellowknife Airp...,Canada,A1,1955,0,1950,No Fatalities
7738,11-APR-1955,Lockheed L-749A Constellation,Air-India,16.0,near Great Natuna Isl...,Indonesia,C1,1955,1,1950,Medium Fatalities
7739,12-APR-1955,Avro 685 York C.1,Arctic Wings,6.146275647879436,"Hall Lake, NU",Canada,A1,1955,1,1950,Low Fatalities
7740,14-APR-1955,Lisunov Li-2P,LOT,0.0,Katowice,Poland,A1,1955,0,1950,No Fatalities
7741,14-APR-1955,Douglas Sc-47D (Dc-3),USAF,0.0,near Narsarsuaq Airpo...,Greenland,A1,1955,0,1950,No Fatalities
7742,15-APR-1955,Fairchild C-119 Flying Boxcar (R4Q-2),USMC,0.0,"Sydney Airport, NS",Canada,A1,1955,0,1950,No Fatalities
7743,16-APR-1955,Fairchild C-119G Flying Boxcar,USAF,0.0,Matsushima Air Base,Japan,A1,1955,0,1950,No Fatalities
7744,18-APR-1955,Dh-114 Heron 1B,UAT,12.0,Mount Kupe,Cameroon,A1,1955,1,1950,Medium Fatalities
7745,18-APR-1955,Fairchild C-119C Flying Boxcar,USAF,0.0,Ghisonaccia Fiel...,France,A1,1955,0,1950,No Fatalities
7746,18-APR-1955,Fairchild C-119C Flying Boxcar,USAF,0.0,near Moulins,France,A1,1955,0,1950,No Fatalities
7747,26-APR-1955,Curtiss C-46D,RANSA,3.0,near Tanaguarena,Venezuela,A1,1955,1,1950,Low Fatalities
7748,26-APR-1955,Vickers Varsity T.1,RAF,6.146275647879436,Onnaing,France,A1,1955,1,1950,Low Fatalities
7749,27-APR-1955,Douglas C-124C Globemaster Ii,USAF,0.0,Iqaluit-Frobishe...,Canada,A1,1955,0,1950,No Fatalities
7750,04-MAY-1955,Boeing Kc-97G Stratofreighter,USAF,9.0,near KeflavÃ­k Intern...,Atlantic Ocean,A1,1955,1,1950,Low Fatalities
7751,08-MAY-1955,Douglas C-47A (Dc-3),USAF,1.0,"near Barnesville, OH",USA,A1,1955,1,1950,Low Fatalities
7752,08-MAY-1955,Lisunov Li-2,"Aeroflot, Ukraine",4.0,near Dnepropetrovsk A...,Ukraine,A1,1955,1,1950,Low Fatalities
7753,13-MAY-1955,Douglas C-47 (Dc-3),Burmese AF,7.0,near Amphur Fang,Thailand,A1,1955,1,1950,Low Fatalities
7754,15-MAY-1955,Douglas C-124C Globemaster Ii,USAF,0.0,near Thule Air Base (...,Greenland,A1,1955,0,1950,No Fatalities
7755,18-MAY-1955,Douglas C-47B (Dc-3),East African Airways,20.0,Mount Kilimanjaro,Tanzania,A1,1955,1,1950,Medium Fatalities
7756,20-MAY-1955,Douglas C-47A (Dc-3),Aerolineas Argentinas,0.0,RÃ­o Gallegos-Ri...,Argentina,A1,1955,0,1950,No Fatalities
7757,20-MAY-1955,Casa 352 (Ju-52),Spanish AF,0.0,Suquez/LÃ©rida,Spain,A1,1955,0,1950,No Fatalities
7758,21-MAY-1955,Douglas C-47 (Dc-3),LAV,4.0,near Barcelona,Venezuela,A1,1955,1,1950,Low Fatalities
7759,23-MAY-1955,Vickers Valetta C.1,RAF,0.0,Fayid RAF Station,Egypt,A1,1955,0,1950,No Fatalities
7760,26-MAY-1955,Avro 685 York C.1,Associated Airways,2.0,near Edmonton Municip...,Canada,A1,1955,1,1950,Low Fatalities
7761,26-MAY-1955,Lisunov Li-2,Polyarnaya Aviatsiya,0.0,N73Â°15' E162Â°3...,Arctic Ocean,A1,1955,0,1950,No Fatalities
